restaurant,cuisine_type,location,price_level,rating,review_count,Latitude,Longitude,url,image_url
Lao Hakka Restaurant,Chinese,"562 Jalan Tanjung Bungah, George Town, Penang Island 11200 Malaysia",2,4,13,5.4628155,100.3049555,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d13133710-Reviews-Lao_Hakka_Restaurant-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-p/13/80/25/e0/photo2jpg.jpg
ET Steamboat Restaurant,Chinese,"Jalan Rangoon, George Town, Penang Island Malaysia",2,4.5,9,5.4183332,100.3248813,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d8665904-Reviews-ET_Steamboat_Restaurant-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/09/14/e2/71/et-steamboat-restaurant.jpg
Fruit of Lebanon,"Lebanese,Mediterranean,Middle Eastern","109-A Jalan, Batu Ferringhi, Penang Island 11100 Malaysia",2,3.5,57,5.4687073,100.2430904,https://www.tripadvisor.com.my/Restaurant_Review-g635527-d2709859-Reviews-Fruit_of_Lebanon-Batu_Ferringhi_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/0f/0f/a7/cd/photo0jpg.jpg
Sushi Kitchen,"Japanese,Sushi,Asian","2A-1, Jln.sg.Ara,Desa Ara,Sg.Ara, George Town, Penang Island 11900 Malaysia",2,4.5,14,5.4061852,100.3236844,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d5873188-Reviews-Sushi_Kitchen-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/0f/1c/79/82/mango-sushi-let-it-amaze.jpg
Kim Gary Restaurant,"Asian,Malaysian,Vegetarian Friendly","170-03-60A / 61 / 63A / 65 / 66, Plaza Gurney, Persiaran Gurney, Penang Island 10250 Malaysia",2,4,22,5.4390504,100.3098713,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d5519559-Reviews-Kim_Gary_Restaurant-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/1b/5a/75/a2/nice.jpg
Botanica Mansion,,"156 Jalan Sungai Bandar Baru Air Putih, Balik Pulau, Penang Island 11000 Malaysia",2,4,17,5.3517558,100.2318663,https://www.tripadvisor.com.my/Restaurant_Review-g3522354-d9997414-Reviews-Botanica_Mansion-Balik_Pulau_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/0c/62/d4/5f/heard-about-this-beautiful.jpg
Club J,"Japanese,European,Fusion","344 Lorong Leandros, George Town, Penang Island 10250 Malaysia",2,4.5,10,5.433487,100.3107358,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d14129248-Reviews-Club_J-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/15/4e/62/e1/club-j.jpg
Wooden House Cafe,"American,Cafe,Asian","No.1, Chew Jetty Weld Quay, Penang Island 10300 Malaysia",1,4.5,9,5.4113819,100.3408166,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d13223920-Reviews-Wooden_House_Cafe-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/11/98/14/f9/wooden-house-cafe.jpg
Lorong Selamat Food Stalls,"Asian,Malaysian","off Jln Burma Chinatown, George Town, Penang Island Malaysia",1,3.5,153,5.426639,100.317161,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d1159769-Reviews-Lorong_Selamat_Food_Stalls-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/16/df/30/88/photo6jpg.jpg
Daily Fish Restaurant,"Chinese,Seafood,Asian","Daily Fish Restaurant Daily Fish Restaurant Daily Fish Restaurant 288e-1-13 Jalan Thean Teik Fortune Court, Ayer Itam, Penang Island 11500 Malaysia",2,4.5,14,5.3983323,100.2941051,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d9591130-Reviews-Daily_Fish_Restaurant-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/18/4e/13/e6/20190713-204339-largejpg.jpg
Sushi Kappo Miyasaka,"Japanese,Sushi","397 Jalan Burma, George Town, Penang Island 10350 Malaysia",2,4.5,12,5.4317626,100.3112319,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d7236004-Reviews-Sushi_Kappo_Miyasaka-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/14/93/a7/71/20180710-134739-largejpg.jpg
Nyonya Willow,"Chinese,Asian,Malaysian","45 Lorong Sungai Tiram 4 Taman Tunas Damai, Bayan Lepas, Penang Island 11900 Malaysia",2,4,22,5.3028623,100.2702618,https://www.tripadvisor.com.my/Restaurant_Review-g1193625-d12171611-Reviews-Nyonya_Willow-Bayan_Lepas_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/11/f3/21/89/pedai-in-sambal-tumis.jpg
Cafe Laurel,"Asian,Vegetarian Friendly,Halal","53 Persiaran Gurney Evergreen Laurel Hotel Penang, George Town, Penang Island 10250 Malaysia",2,4,29,5.4311833,100.3178872,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d8029355-Reviews-Cafe_Laurel-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/09/47/0b/44/cafe-laurel.jpg
Wang Thai,"Asian,Thai","294, Jalan Burma Pulau Tikus, George Town, Penang Island 10350 Malaysia",2,3.5,39,5.4320211,100.3116142,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d2614235-Reviews-Wang_Thai-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/19/d2/23/83/photo2jpg.jpg
Umi Japanese Restaurant,"Japanese,Sushi","28 Jalan Teluk Kumbar Lexis Suites Penang, Bayan Lepas, Penang Island 11920 Malaysia",2,4.5,13,5.2871563,100.2329248,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d10458112-Reviews-Umi_Japanese_Restaurant-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/0e/f4/4e/7b/restaurant-view-at-night.jpg
The Mangoes Cafe,"Fusion,Cafe","496 Lebuh Pantai End of Beach Street, Close to Komtar/ 1st Avenue Junction, George Town, Penang Island 10300 Malaysia",,4.5,17,5.4145872,100.3297474,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d6857527-Reviews-The_Mangoes_Cafe-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/07/4b/78/63/the-mangoes-cafe.jpg
Alley Catz Cafe,"Italian,Cafe,Fast food","133, Jalan Masjid Kapitan Keling George Town, Penang Island 10400 Malaysia",2,5,9,5.4157212,100.3373784,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d9712518-Reviews-Alley_Catz_Cafe-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/0a/18/fb/18/barista-coffee-n-pizza.jpg
Escobar Wine & Deli,"Bar,Deli,Grill","138 Jalan Pintal Tali Ropewalk Piazza, George Town, Penang Island 10100 Malaysia",2,4,18,5.4155095,100.3324666,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d12134872-Reviews-Escobar_Wine_Deli-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/0e/6a/06/97/photo0jpg.jpg
Plan b,Cafe,"Persiaran Gurney Gurney Paragon, George Town, Penang Island 10250 Malaysia",2,4,14,5.4357359,100.311185,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d10262219-Reviews-Plan_b-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/15/75/35/35/a7209294-largejpg.jpg
Shusi Banana Leaf Restaurant,"Indian,Asian,Malaysian","71A Penang Street, George Town, Penang Island 10200 Malaysia",1,3.5,26,5.4171387,100.3402709,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d10299409-Reviews-Shusi_Banana_Leaf_Restaurant-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-p/12/79/86/7b/photo0jpg.jpg
London Duck Gurney Plaza,"Chinese,Asian,Cantonese","Gurney Plaza 170-03-86 Persiaran Gurney, Penang Island 10250 Malaysia",2,4,12,5.4380431,100.3100232,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d15697837-Reviews-London_Duck_Gurney_Plaza-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/16/20/98/be/photo1jpg.jpg
Indian Palace,"Indian,Asian,Vegetarian Friendly","No 79-G-18 Penang Time Square Jalan Dato Kerama, George Town, Penang Island 11950 Malaysia",2,4,45,5.412176,100.3256387,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d5921397-Reviews-Indian_Palace-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/12/93/e2/fb/bryani.jpg
JiangHu Edo Penang,Fusion,"69, Jalan Magazine, Penang Island 10100 Malaysia",2,4.5,8,5.4123518,100.331958,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d15003392-Reviews-JiangHu_Edo_Penang-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-p/1c/dc/9a/d3/oyster-with-ikura-and.jpg
Noordin Nyonya Delights,"Chinese,Fast food,Asian","138c Lebuh Noordin, George Town, Penang Island 10300 Malaysia",1,5,6,5.4123687,100.3294634,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d15603427-Reviews-Noordin_Nyonya_Delights-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/daodao/photo-p/16/ce/47/69/photo1jpg.jpg
Stardust,Cafe,"370D Lebuh Chulia Chinatown, George Town, Penang Island Malaysia",1,4,26,5.419233,100.334835,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d1159848-Reviews-Stardust-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/01/e7/d3/9d/important-stuff-beer.jpg
Charlie's Burgers,Fast food,"11100 Batu Feringgi, Batu Ferringhi, Penang Island Malaysia",1,4.5,14,5.47124,100.246491,https://www.tripadvisor.com.my/Restaurant_Review-g635527-d2480993-Reviews-Charlie_s_Burgers-Batu_Ferringhi_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/12/e7/63/19/good-value-burger.jpg
Banh Mi Kitchen,"Cafe,Fast food,Asian","86, Jalan Zainal Abidin 10400 Pulau Pinang Behind UMNO Building, George Town, Penang Island 10400 Malaysia",1,5,5,5.4164676,100.325002,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d20034958-Reviews-Banh_Mi_Kitchen-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/1a/d3/60/93/feed-me-banh-mi-and-tell.jpg
Siang Pin,"Chinese,Seafood,Asian","No. 598 Gf Jalan Tanjung Bunga, Penang Island 11200 Malaysia",2,4,26,5.4651804,100.2935468,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d4771961-Reviews-Siang_Pin-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/1a/ec/db/b1/this-special-of-the-day.jpg
Brix and BAUME,International,"124 Jalan Burma, George Town, Penang Island Malaysia",2,5,8,5.4208502,100.3254828,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d12032653-Reviews-Brix_and_BAUME-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/11/34/1f/d3/img-20171107-221111-largejpg.jpg
Jit Seng Hong Kong Roast Duck Rice,"Chinese,Asian","Star Hotel 246, Lebuh Carnarvon, George Town, Penang Island 10100 Malaysia",1,4,29,5.4144786,100.3334099,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d6586447-Reviews-Jit_Seng_Hong_Kong_Roast_Duck_Rice-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/06/44/44/0b/delicious-roast-duck.jpg
Fisherman's Wharf Food Corner Penang,"Chinese,Japanese,Indian","No 92A Lebuh Sungai Pinang 1, George Town, Penang Island 11600 Malaysia",1,3.5,26,5.3969205,100.3270539,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d13510688-Reviews-Fisherman_s_Wharf_Food_Corner_Penang-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/15/8e/83/c9/fried-noodle.jpg
Chu Char 1st,"Asian,Malaysian,Chinese","15, Lebuh King, 10200 Georgetown Penang, Malaysia, George Town, Penang Island 10200 Malaysia",,5,4,5.4184401,100.3402999,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d23952962-Reviews-Chu_Char_1st-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/22/a6/a6/64/kam-heong-crab.jpg
Kannaa's Bamboo Masala Beriyani Penang,Indian,"72, Lebuh China,, George Town, Penang Island 10020 Malaysia",1,4.5,9,5.4182478,100.3393737,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d17271201-Reviews-Kannaa_s_Bamboo_Masala_Beriyani_Penang-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/18/e1/f0/3e/very-tasty-mutton-briyani.jpg
Texas Chicken,"Quick Bites,American,Fast food","182 Jalan Magazine First Avenue Mall, George Town, Penang Island 10300 Malaysia",2,4,20,5.4130454,100.3311692,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d13370569-Reviews-Texas_Chicken-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/1b/67/26/73/the-most-i-like-is-their.jpg
Blue Chang MODERN THAI CUISINE,"Asian,Thai","417, Jalan Burma Behind CIMB & Hong Leong Bank Pulau Tikus, Penang Island 10350 Malaysia",2,4,12,5.4317314,100.3104352,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d14919048-Reviews-Blue_Chang_MODERN_THAI_CUISINE-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/13/f5/2a/06/exterior.jpg
Mr.Pot,"Bar,Cafe,Pub","124c Gurney Drive, George Town, Penang Island Malaysia",2,4,23,5.4351081,100.3139511,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d5954920-Reviews-Mr_Pot-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/10/99/56/c3/singapore-bee-hon.jpg
Waterworld Seafood Restaurant,"Seafood,Malaysian,Chinese","72 Jalan Batu Ferringhi I Love You Cafe, Penang Island 11100 Malaysia",,4.5,11,5.475054,100.2494679,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d3648052-Reviews-Waterworld_Seafood_Restaurant-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/1b/20/28/90/photo0jpg.jpg
Goodall Cafe,"Chinese,Asian,Malaysian","Jalan Gottlieb, George Town, Penang Island 10350 Malaysia",1,3.5,26,5.431995,100.3013731,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d7603334-Reviews-Goodall_Cafe-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-p/15/05/b9/fb/photo0jpg.jpg
See Kong Ooi Restaurant,"Chinese,Asian,Malaysian","7 & 9 Jalan Transfer, George Town, Penang Island 10050 Malaysia",2,4,29,5.4221967,100.3314328,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d1905965-Reviews-See_Kong_Ooi_Restaurant-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/0f/9a/b6/6d/fb-img-1497765648097.jpg
The Ship Batu Ferringi,"Steakhouse,Asian","69-B Jalan Batu Ferringhi 11100, Batu Ferringhi, Penang Island 11100 Malaysia",2,3,576,5.473907,100.247484,https://www.tripadvisor.com.my/Restaurant_Review-g635527-d941464-Reviews-The_Ship_Batu_Ferringi-Batu_Ferringhi_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/15/aa/77/a1/img-20181209-210020-01.jpg
The Nook Books and Coffee,"Asian,Malaysian","4 Halaman Khoo Cheow Teong, George Town, Penang Island 10100 Malaysia",1,4.5,9,5.413044,100.3347692,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d13430758-Reviews-The_Nook_Books_and_Coffee-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/18/9e/a7/b3/photo0jpg.jpg
Hassan Briyani House,"Indian,Middle Eastern,Pakistani","198,Jalan Transfer, Penang Island 10050 Malaysia",1,5,6,5.4190581,100.3297489,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d14764776-Reviews-Hassan_Briyani_House-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-p/1c/1d/22/5a/photo9jpg.jpg
Curry & Co,"Indian,Asian,Malaysian","11 Jalan Ismail Nagore, Penang Island 10050 Malaysia",2,4,13,5.366513,100.3117055,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d13835908-Reviews-Curry_Co-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-p/12/77/7c/ba/curry-co.jpg
Pulau Tikus Hawker Centre,,"Jalan Burma Pulau Tikus, George Town, Penang Island 10350 Malaysia",1,4,11,5.4299666,100.3131688,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d15379893-Reviews-Pulau_Tikus_Hawker_Centre-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-p/15/74/bb/f5/photo0jpg.jpg
C&J Alabama Shake,American,"90 Church Street, George Town, Penang Island 10200 Malaysia",2,4.5,10,5.4191094,100.3396981,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d6654299-Reviews-C_J_Alabama_Shake-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/07/c9/bb/0b/c-j-alabama-shake.jpg
Cintra Street Fish and Chicken Porridge,,"Lebuh Cintra, George Town, Penang Island 10450 Malaysia",1,5,5,5.4177819,100.3335161,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d17451406-Reviews-Cintra_Street_Fish_and_Chicken_Porridge-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/1c/7e/f5/99/img-20210105-190840-largejpg.jpg
"Khun De Thai Restaurant, Gurney Drive","Asian,Thai","75 Gurney Drive at entrance to Gurney View Hotel, Penang Island 10250 Malaysia",2,4,16,5.4406351,100.3089986,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d12113898-Reviews-Khun_De_Thai_Restaurant_Gurney_Drive-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/17/94/80/69/20190519-125337-largejpg.jpg
Victoria Green Corner,"Chinese,Asian,Malaysian","43 Jalan Padang Victoria, George Town, Penang Island 10400 Malaysia",2,4.5,8,5.4221679,100.3211812,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d12028690-Reviews-Victoria_Green_Corner-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/12/3b/4a/b1/front-of-restaurant.jpg
Cho Dong Jib,"Asian,Korean","163-D Persiaran Gurney Gurney Paragon Mall Lot No. L1.05, George Town, Penang Island 10250 Malaysia",2,4,11,5.4357359,100.311185,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d12788858-Reviews-Cho_Dong_Jib-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/10/99/b8/35/chodongjib.jpg
Maxim Dim Sum,"Chinese,Asian,Cantonese","Bangunan Lip Sin 2-G-11 & 12 Lebuh Pekaka 1, Sungai Dua, Gelugor, Penang Island 11700 Malaysia",2,4,17,5.3488804,100.2956636,https://www.tripadvisor.com.my/Restaurant_Review-g1440256-d5432207-Reviews-Maxim_Dim_Sum-Gelugor_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-o/0a/b2/6c/c2/sinage-how-to-order-meal.jpg
Golden Gate Steamboat,Seafood,"No. 77 Jalan Cantonment, George Town, Penang Island 10250 Malaysia",2,4,16,5.4349509,100.313241,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d5439293-Reviews-Golden_Gate_Steamboat-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/1b/06/05/a7/traditional-style-steamboat.jpg
Roti Canai Gemas Road,"Asian,Street Food,Malaysian,Indian","29 Gemas Road Taman Kampar, Penang Island 10460 Malaysia",,4.5,7,5.4092692,100.309679,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d15296200-Reviews-Roti_Canai_Gemas_Road-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/16/91/cb/80/roti-canai-covered-with.jpg
Village Fish Head Bee Hoon,"Seafood,Diner,Central Asian,Chinese","107A, Pengkalan Weld, George Town, Penang Island 10300 Malaysia",,4.5,8,5.4112604,100.3370824,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d16775115-Reviews-Village_Fish_Head_Bee_Hoon-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/1a/10/29/9c/ini-yang-rasa-tom-yum.jpg
Yuraku Tei Japanese Cuisine,"Japanese,Japanese sweets parlour,Japanese Fusion","Vantage B-3-3A Jalan Desiran Tanjung, Tanjung Tokong, Penang Island 10470 Malaysia",2,5,5,5.4570605,100.3093039,https://www.tripadvisor.com.my/Restaurant_Review-g2146250-d18904627-Reviews-Yuraku_Tei_Japanese_Cuisine-Tanjung_Tokong_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/19/4c/e7/c5/nice-ambience.jpg
Kampar Fish Jelly Restaurant,"Chinese,Asian","66 7 68 Jalan Aziz Ibrahim 11900 Bayan Lepas, Penang Island Malaysia",2,4,10,5.3394487,100.3042777,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d8447498-Reviews-Kampar_Fish_Jelly_Restaurant-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/08/70/d2/d7/kampar-fish-jelly-restaurant.jpg
Campur,"French,Chinese,Asian","16 Jalan Armenian, George Town, Penang Island 10300 Malaysia",2,4.5,8,5.4150347,100.3380252,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d19587761-Reviews-Campur-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/1a/30/21/e6/campur.jpg
Aunty Anne True Penang Cuisine,Nonya/Malaysian,"67 Macalister Lane, George Town, Penang Island Malaysia",1,4.5,10,5.4162216,100.32812,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d8650862-Reviews-Aunty_Anne_True_Penang_Cuisine-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/09/3e/21/3c/aunty-anne-true-penang.jpg
Annabelle's  place,"Cafe,British","10 Lebuh Lembah Permai 4, Tanjung Bungah, Penang Island 11200 Malaysia",2,4,13,5.454826,100.290447,https://www.tripadvisor.com.my/Restaurant_Review-g1905494-d4102659-Reviews-Annabelle_s_place-Tanjung_Bungah_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/05/59/be/e3/annabelle-s-place.jpg
Viapre Penang,Italian,"20E Lebuh Penang, Penang Island 10200 Malaysia",,5,6,5.419317,100.341356,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d15121631-Reviews-Viapre_Penang-Penang_Island_Penang.html,https://www.generationsforpeace.org/wp-content/uploads/2018/03/empty.jpg
Sushi Kitchen Farlim,Italian,,,,0,,,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d10798678-Reviews-Sushi_Kitchen_Farlim-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/0c/cf/83/65/sushi.jpg
Loaf U,"Asian,Korean,Malaysian","22 Lebuh Melayu, Penang Island 10100 Malaysia",1,4.5,7,5.4131823,100.3355257,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d12208422-Reviews-Loaf_U-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/11/40/1f/a2/chick-a-roni.jpg
BeAngels Specialty Coffee,,,1,,0,,,https://www.tripadvisor.com.my/Restaurant_Review-g2146250-d11932467-Reviews-BeAngels_Specialty_Coffee-Tanjung_Tokong_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/1c/70/e7/97/beangels-specialty-coffee.jpg
Beangels Coffee Esplanade,"Italian,Chinese,Southwestern","Jalan Padang Kota Lama Pusat Bayaran Setempat, Penang Island 10200 Malaysia",1,4.5,6,5.4215084,100.3413823,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d15119225-Reviews-Beangels_Coffee_Esplanade-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/14/c9/31/82/beangels-coffee-esplanade.jpg
AB Cafe,,,1,,0,,,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d8459375-Reviews-AB_Cafe-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/0a/40/5b/4b/big-boss-burger.jpg
Java Tree,"European,Asian","10, Lebuh Farquhar Eastern & Oriental Hotel, George Town, Penang Island 10200 Malaysia",2,5,5,5.4231701,100.3357086,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d20142616-Reviews-Java_Tree-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/1a/c9/93/38/getlstd-property-photo.jpg
Coconut Man,"Healthy,Street Food","48 Armeniam Street, George Town, Penang Island 10200 Malaysia",1,4.5,7,5.4151338,100.33747,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d12028307-Reviews-Coconut_Man-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/0e/37/95/64/caption.jpg
Habanero Mexican Dining,Mexican,"3F-22D Queensbay Mall 100 Persiaran Bayan Indah, 11900, Bayan Lepas, Penang Island Malaysia",2,4,17,5.3331774,100.3066084,https://www.tripadvisor.com.my/Restaurant_Review-g1193625-d3784224-Reviews-Habanero_Mexican_Dining-Bayan_Lepas_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/0a/8e/f8/be/quesadilla.jpg
The Chambers Restaurant,,"No. 2 Penang Street 2nd Floor, George Town, Penang Island 10200 Malaysia",2,4,17,5.420158,100.341706,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d9835204-Reviews-The_Chambers_Restaurant-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-p/0a/5a/c8/97/foie-gras.jpg
Pitt Street Koay Teow Th'ng (Eel Fish Ball Noodle),"Chinese,Asian","Carnarvon Street, George Town, Penang Island Malaysia",1,4.5,7,5.4180061,100.336227,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d18906667-Reviews-Pitt_Street_Koay_Teow_Th_ng_Eel_Fish_Ball_Noodle-George_Town_Penang_Island_Penan.html,https://media-cdn.tripadvisor.com/media/photo-s/19/51/0e/4c/pitt-street-koay-teow.jpg
Little Oasis,"International,Asian,Malaysian","33-03-35, Prangin Mall, George Town, Penang Island Malaysia",2,4,12,5.414683,100.331112,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d2484870-Reviews-Little_Oasis-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/05/57/9c/ed/delicious-seasoned-lamb.jpg
Peppersalt Restaurant,American,"No 27 & 29 Lorong Amoy, George Town, Penang Island 10050 Malaysia",,4.5,7,5.4216802,100.3286265,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d13137922-Reviews-Peppersalt_Restaurant-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/15/4a/e2/b3/a7209114-largejpg.jpg
Muse Dining Bar by R.Emuang,American,,,,0,,,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d10046195-Reviews-Muse_Dining_Bar_by_R_Emuang-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/0b/81/e4/2e/20160528-160231-largejpg.jpg
