restaurant,cuisine_type,location,price_level,rating,review_count,Latitude,Longitude,url,image_url
TGI Fridays,"American,Bar,Barbecue","Gurney Plaza, Penang Island Malaysia",2,3,76,5.4380431,100.3100232,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d4453004-Reviews-TGI_Fridays-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/16/f7/05/14/photo0jpg.jpg
Little Ha Noi,Vietnamese,"337, Jalan Perak, Penang Island 50418 Malaysia",,3,5,5.4001127,100.3152138,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d11917941-Reviews-Little_Ha_Noi-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-p/15/e2/56/41/photo0jpg.jpg
Ismail Ikan Bakar,Vietnamese,,,,0,,,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d911541-Reviews-Ismail_Ikan_Bakar-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/05/0a/2d/89/pulau-jerejak.jpg
Ajisen Ramen,Japanese,"George Town, Penang Island Malaysia",,1,1,5.4141307,100.3287506,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d946237-Reviews-Ajisen_Ramen-George_Town_Penang_Island_Penang.html,https://www.generationsforpeace.org/wp-content/uploads/2018/03/empty.jpg
D'piazza Mall,Japanese,,,,0,,,https://www.tripadvisor.com.my/Restaurant_Review-g1193625-d5431759-Reviews-D_piazza_Mall-Bayan_Lepas_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-o/05/33/1f/90/locked-up.jpg
Light Street Cafe,Japanese,,,,0,,,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d7705224-Reviews-Light_Street_Cafe-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/07/63/dd/8c/inside-the-cafe.jpg
Golden Thai Restaurant,"Seafood,Asian,Thai","69-A Jalan Batu Ferringhi, Batu Ferringhi, Penang Island 11100 Malaysia",2,3,602,5.4653689,100.2420942,https://www.tripadvisor.com.my/Restaurant_Review-g635527-d2166621-Reviews-Golden_Thai_Restaurant-Batu_Ferringhi_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/15/19/64/d1/20181019-184305-largejpg.jpg
Shiebam Hadramout Restaurant,Middle Eastern,"No. 18 Jalan Batu Feringghi, Batu Ferringhi, Penang Island Malaysia",,2.5,3,5.4758133,100.2511765,https://www.tripadvisor.com.my/Restaurant_Review-g635527-d4294651-Reviews-Shiebam_Hadramout_Restaurant-Batu_Ferringhi_Penang_Island_Penang.html,https://www.generationsforpeace.org/wp-content/uploads/2018/03/empty.jpg
Over-Time,International,"Guerny Drive, George Town, Penang Island 10250 Malaysia",,2.5,5,5.4344703,100.3148649,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d2403732-Reviews-Over_Time-George_Town_Penang_Island_Penang.html,https://www.generationsforpeace.org/wp-content/uploads/2018/03/empty.jpg
Zahrat Al-Sham Restaurant,"Asian,Middle Eastern","12A Jalan Tanjung Bungah, Penang Island 11200 Malaysia",1,2.5,2,5.466036,100.2893935,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d9712502-Reviews-Zahrat_Al_Sham_Restaurant-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-p/29/65/81/ba/caption.jpg
Dubai Paradise,,,1,,0,,,https://www.tripadvisor.com.my/Restaurant_Review-g1905494-d12721070-Reviews-Dubai_Paradise-Tanjung_Bungah_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-p/15/45/1f/bf/photo0jpg.jpg
Restaurant Tarim Hadramawt,Arabic,"559D Jalan Sungai dua Gelugor, Penang Island 11700 Malaysia",,4,1,5.3523483,100.3012125,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d14406727-Reviews-Restaurant_Tarim_Hadramawt-Penang_Island_Penang.html,https://www.generationsforpeace.org/wp-content/uploads/2018/03/empty.jpg
Mr.Wang,Japanese,"63A, Jalan Magazine, George Town, Penang Island 10300 Malaysia",2,3,5,5.4122725,100.3319809,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d15922269-Reviews-Mr_Wang-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/18/ab/b5/9e/beef.jpg
Flame Steamboat,,,2,,0,,,https://www.tripadvisor.com.my/Restaurant_Review-g1193625-d919069-Reviews-Flame_Steamboat-Bayan_Lepas_Penang_Island_Penang.html,https://www.generationsforpeace.org/wp-content/uploads/2018/03/empty.jpg
Blue Funnel Pub And Restaurant,,"396 Chulia Street, George Town, Penang Island Malaysia",1,1,1,5.4197084,100.3341553,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d9974385-Reviews-Blue_Funnel_Pub_And_Restaurant-George_Town_Penang_Island_Penang.html,https://www.generationsforpeace.org/wp-content/uploads/2018/03/empty.jpg
Soho,European,"Precinct 10 Jalan Tanjung Tokong, Tanjung Tokong, Penang Island Malaysia",,2,3,5.4492482,100.3060331,https://www.tripadvisor.com.my/Restaurant_Review-g2146250-d3318455-Reviews-Soho-Tanjung_Tokong_Penang_Island_Penang.html,https://www.generationsforpeace.org/wp-content/uploads/2018/03/empty.jpg
AhMa PanMee,Chinese,"Persiaran Mahsuri 5-G-26, Promenade, Bayan Baru, Bayan Lepas, Penang Island 11950 Malaysia",1,2.5,2,5.3247107,100.2825698,https://www.tripadvisor.com.my/Restaurant_Review-g1193625-d15104936-Reviews-AhMa_PanMee-Bayan_Lepas_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-p/14/90/53/2b/getlstd-property-photo.jpg
Restoran Terapung,Seafood,"120 Pulau Aman Simpang Ampat, Penang Island 14100 Malaysia",,3,7,5.2656773,100.4061057,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d4843164-Reviews-Restoran_Terapung-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/0e/2e/2a/79/cuisson-des-plus-simples.jpg
Wine Houz,Seafood,,,,0,,,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d20905914-Reviews-Wine_Houz-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/1b/55/ae/17/dinner.jpg
Fidalgo Penang,"Cafe,Pub,Wine Bar","391 Chulia Street, Penang Island 10350 Malaysia",,2.5,3,5.4186663,100.3354472,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d14931893-Reviews-Fidalgo_Penang-Penang_Island_Penang.html,https://www.generationsforpeace.org/wp-content/uploads/2018/03/empty.jpg
Maxim's Gelato,Fast food,"105B, Oriental Hotel, Upper Penang Road, Penang Island 10000 Malaysia",,2.5,3,5.420344,100.3328949,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d14764786-Reviews-Maxim_s_Gelato-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/13/9b/4a/22/maxim1.jpg
Soho Free House,"Bar,British,Pub","50, Ground & Upper Floor, Penang Road, George Town, Penang Island Malaysia",2,3,101,5.4189016,100.3317942,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d2667128-Reviews-Soho_Free_House-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/1b/07/a7/8e/20200226-184303-largejpg.jpg
The Six Cantonese Restaurant,Chinese,"Persiaran Gurney 170-03-86 Plaza Gurney, George Town, Penang Island 10250 Malaysia",2,2.5,3,5.4380431,100.3100232,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d14925003-Reviews-The_Six_Cantonese_Restaurant-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/13/c8/23/b6/getlstd-property-photo.jpg
Hong Kong 8am,"Asian,Malaysian,Chinese","93 Lorong Macalister, George Town, Penang Island 10400 Malaysia",,2,2,5.4166898,100.3285097,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d12857726-Reviews-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-p/13/c8/01/3c/photo1jpg.jpg
Ming Garden Restaurant,"Chinese,Asian","2nd Floor Lot 77-2-28 Jalan Dato Keramat, George Town, Penang Island Malaysia",2,2.5,24,5.412524,100.3254003,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d4274220-Reviews-Ming_Garden_Restaurant-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/07/da/e0/31/ming-garden-restaurant.jpg
End Of The World Seafood,"Seafood,Asian,Malaysian","Jalan Hassan Abbas Teluk Bahang, Penang Island Malaysia",2,2.5,81,5.457473,100.211375,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d2174282-Reviews-End_Of_The_World_Seafood-George_Town_Penang_Island_Penang.html,https://www.generationsforpeace.org/wp-content/uploads/2018/03/empty.jpg
Matsuki,Japanese,"62 Jalan Cantonment, George Town, Penang Island 10250 Malaysia",2,2.5,8,5.4332957,100.312624,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d7593554-Reviews-Matsuki-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/0c/ea/49/56/sashimi-set-tasty-and.jpg
Zi Tian Jiao Steamboat Restaurant,Chinese,"R-02 & R-03, No. 1-G-2 & 1-G-3, Jalan Seri Tanjung Pinang,, Tanjung Tokong, Penang Island 10470 Malaysia",2,2,2,5.4490912,100.3074542,https://www.tripadvisor.com.my/Restaurant_Review-g2146250-d16678917-Reviews-Zi_Tian_Jiao_Steamboat_Restaurant-Tanjung_Tokong_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/16/a1/88/00/beautiful-interior.jpg
Triple Ko's Cafe,Chinese,"Jalan Paya Terubong 29-1-63 Golden Triangle, Bayan Lepas, Penang Island 11900 Malaysia",,1,1,5.332343,100.275549,https://www.tripadvisor.com.my/Restaurant_Review-g1193625-d14068252-Reviews-Triple_Ko_s_Cafe-Bayan_Lepas_Penang_Island_Penang.html,https://www.generationsforpeace.org/wp-content/uploads/2018/03/empty.jpg
Restaurant Nasi Kandar Sahirah Banu,Chinese,,,,0,,,https://www.tripadvisor.com.my/Restaurant_Review-g2146250-d15091965-Reviews-Restaurant_Nasi_Kandar_Sahirah_Banu-Tanjung_Tokong_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/14/a0/41/a6/interior-pictures.jpg
Sushi Jiro,Japanese,"Lot 170-07-17/18 Gurney Plaza, George Town, Penang Island Malaysia",,2.5,4,5.4303962,100.3193137,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d13378242-Reviews-Sushi_Jiro-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/11/c6/e7/c3/photo0jpg.jpg
Aroi Mak Thai Food Restaurant,"Chinese,Seafood,Thai","82, Jalan Sultan Ahmad Shah, George Town, Penang Island 10050 Malaysia",2,2.5,12,5.42827,100.3209671,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d15266486-Reviews-Aroi_Mak_Thai_Food_Restaurant-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/18/4c/45/8a/caption.jpg
Hakka Village,Chinese,"536 Jln Sg, Balik Pulau, Penang Island 10100 Malaysia",2,2.5,8,5.3338741,100.2255289,https://www.tripadvisor.com.my/Restaurant_Review-g3522354-d10669974-Reviews-Hakka_Village-Balik_Pulau_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/0e/9b/b7/8a/yam-pork-belly.jpg
McDonald's,Fast food,"No.1 Jalan Seri Tanjung Pinang Tesco Seri Tanjung Pinang, Tanjung Bungah, Penang Island 10470 Malaysia",1,2.5,4,5.4589372,100.3087485,https://www.tripadvisor.com.my/Restaurant_Review-g1905494-d14864145-Reviews-McDonald_s-Tanjung_Bungah_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/13/b5/6b/e0/mcdonald-s.jpg
Pak Mid Cafe,"Asian,Malaysian,Halal","Opposite Hard Rock Hotel, Batu Ferringhi, Penang Island Malaysia",2,3,36,5.4677481,100.2418107,https://www.tripadvisor.com.my/Restaurant_Review-g635527-d10037955-Reviews-Pak_Mid_Cafe-Batu_Ferringhi_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/16/93/14/da/photo2jpg.jpg
Kfc,,"Kfc Kfc Kfc No. 52 Jalan Larut, Penang Island 10050 Malaysia",1,2.5,12,5.4228668,100.3251883,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d5439270-Reviews-Kfc-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/0f/0c/c7/82/kfc-house.jpg
Oriental Seafood Gurney,"Chinese,Seafood,Asian","42 Gurney Drive, George Town, Penang Island Malaysia",2,2.5,92,5.4415841,100.3090417,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d1091564-Reviews-Oriental_Seafood_Gurney-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/06/70/24/ba/oriental-seafood-gurney.jpg
Tiente by ChinChin,"French,Cafe","142 Jalan Pintal Tali, George Town, Penang Island 10100 Malaysia",1,1,1,5.4154741,100.332413,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d15119168-Reviews-Tiente_by_ChinChin-George_Town_Penang_Island_Penang.html,https://www.generationsforpeace.org/wp-content/uploads/2018/03/empty.jpg
Ginza Japanese Restaurant,Sushi,"B-3-3,3A,5, Vantage, Jalan Desiran Tanjung, Penang Island 10470 Malaysia",2,2.5,9,5.4564624,100.3077844,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d12303520-Reviews-Ginza_Japanese_Restaurant-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/14/42/ac/c4/img-20170802-200120-largejpg.jpg
The Bird Cage Thai Cuisine,Thai,"24, Jalan Nagor, George Town, Penang Island 10050 Malaysia",1,1,1,5.4214528,100.3262315,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d16707268-Reviews-The_Bird_Cage_Thai_Cuisine-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/18/84/a6/d3/krong-nok-located-in.jpg
Chicking,"Malaysian,Asian","Jalan Datuk Keramat, George Town, Penang Island 10400 Malaysia",,2,3,5.4124829,100.3205736,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d13447621-Reviews-Chicking-George_Town_Penang_Island_Penang.html,https://www.generationsforpeace.org/wp-content/uploads/2018/03/empty.jpg
Will Western Delight,Fusion,"539, Jalan Masjid Negeri, Taman Gelugur, Gelugor, Penang Island 11600 Malaysia",,2.5,4,5.3867391,100.3051308,https://www.tripadvisor.com.my/Restaurant_Review-g1440256-d9770240-Reviews-Will_Western_Delight-Gelugor_Penang_Island_Penang.html,https://www.generationsforpeace.org/wp-content/uploads/2018/03/empty.jpg
Euro.Deli Gurney Plaza,,"Bulatan Gurney Unit 170-G-37/37A,, George Town, Penang Island 10250 Malaysia",2,2.5,10,5.4362418,100.3093044,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d5929016-Reviews-Euro_Deli_Gurney_Plaza-George_Town_Penang_Island_Penang.html,https://www.generationsforpeace.org/wp-content/uploads/2018/03/empty.jpg
The Pokok,"Bar,Pub","Lot 227 Lebuh Chulia, George Town, Penang Island 10200 Malaysia",2,2.5,16,5.417653,100.3370166,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d15247180-Reviews-The_Pokok-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/17/cd/1c/c3/the-pokok.jpg
The Laksa House,"Malaysian,Asian","Across from KFC, Penang Island Malaysia",,,0,5.3673161,100.2486493,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d5808535-Reviews-The_Laksa_House-Penang_Island_Penang.html,https://www.generationsforpeace.org/wp-content/uploads/2018/03/empty.jpg
Berlinz Square,"Fast food,Asian,Pub,Pizza","Persiaran Kapal Singh 2.maritime Piazza., Penang Island 11600 Malaysia",,,0,5.3979304,100.3292783,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d17773010-Reviews-Berlinz_Square-Penang_Island_Penang.html,https://www.generationsforpeace.org/wp-content/uploads/2018/03/empty.jpg
Ah Mah's Steamboat,Chinese,"Ah Mah's Steamboat Ah Mah's Steamboat 2 Jalan Burma, Penang Island 10050 Malaysia",1,,0,5.417254,100.329643,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d8426584-Reviews-Ah_Mah_s_Steamboat-Penang_Island_Penang.html,https://www.generationsforpeace.org/wp-content/uploads/2018/03/empty.jpg
Teoh's Chinese Seafood,Chinese,"150 Jalan P Ramlee, Penang Island Malaysia",,,0,5.4064944,100.3090474,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d15348252-Reviews-Teoh_s_Chinese_Seafood-Penang_Island_Penang.html,https://www.generationsforpeace.org/wp-content/uploads/2018/03/empty.jpg
Modern Asia Kitchen,"Chinese,Asian,Diner","18a, Jalan Pasar, Pekan Ayer Itam, 11500 Ayer Itam Deview Hotel, Penang Island 11500 Malaysia",1,,0,5.4016319,100.2774852,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d21356713-Reviews-Modern_Asia_Kitchen-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/1c/58/45/4a/special-chef-recommend.jpg
Ho Min San Gurney Plaza,"Chinese,Asian","170 Persiaran Gurney Plaza Gurney, Penang Island 10250 Malaysia",1,,0,5.4380431,100.3100232,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d21120049-Reviews-Ho_Min_San_Gurney_Plaza-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-p/1b/cc/a7/58/ho-min-san-gurney-plaza.jpg
Chang Thai Restaurant,Thai,"Lebuhraya Thean Teik, Ayer Itam 6G-1-15, All Seasons Place, Penang Island 11500 Malaysia",1,,0,5.3963425,100.2904981,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d15335356-Reviews-Chang_Thai_Restaurant-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-p/15/58/17/2c/steamed-fish-with-lime.jpg
Millennium Food Centre,"Chinese,Seafood,Asian","Millennium Food Centre Block B-G-1/2 Jalan Tapah, Penang Island 11600 Malaysia",1,,0,5.3957775,100.3139642,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d8845933-Reviews-Millennium_Food_Centre-Penang_Island_Penang.html,https://www.generationsforpeace.org/wp-content/uploads/2018/03/empty.jpg
Chick.A.Pollo,"Chinese,Indian,Southwestern","74, Lebuh Noordin Macallum Night market, Penang Island 10300 Malaysia",1,,0,5.4117246,100.330944,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d15034167-Reviews-Chick_A_Pollo-Penang_Island_Penang.html,https://www.generationsforpeace.org/wp-content/uploads/2018/03/empty.jpg
Swens Pastry Cafe,,,1,,0,,,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d14793921-Reviews-Swens_Pastry_Cafe-Penang_Island_Penang.html,https://www.generationsforpeace.org/wp-content/uploads/2018/03/empty.jpg
Juice Works,"Malaysian,Vegetarian Friendly,Vegan Options,Asian","100, Persiaran Bayan Indah Bayan Lepas, Penang Island 14300 Malaysia",,,0,5.3326829,100.3066978,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d12548601-Reviews-Juice_Works-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-o/0f/9f/be/8f/juice-works-queensbay.jpg
Eki Sake Bar,"Malaysian,Asian","Persiaran Gurney Sunrise Gurney, Penang Island 10250 Malaysia",,,0,5.4382652,100.3100319,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d19758465-Reviews-Eki_Sake_Bar-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-p/1b/77/1a/3b/eki-sake-bar.jpg
Tiga Budak Gemok,Asian,,,,0,,,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d21343724-Reviews-Tiga_Budak_Gemok-Penang_Island_Penang.html,https://www.generationsforpeace.org/wp-content/uploads/2018/03/empty.jpg
Dodos Home Kitchen,"International,Asian,Deli,Chinese","Dodos Home Kitchen 14 Jalan Argyll Georgetown, Penang Island 10050 Malaysia",,,0,5.4203,100.3323175,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d12086940-Reviews-Dodos_Home_Kitchen-Penang_Island_Penang.html,https://www.generationsforpeace.org/wp-content/uploads/2018/03/empty.jpg
Wah Chai Chicken Rice,Chinese,"29-01-63A Jalan Paya Terubong The Golden Triangle, Penang Island 11900 Malaysia",,,0,5.332343,100.275549,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d12152959-Reviews-Wah_Chai_Chicken_Rice-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/1b/ec/3e/70/wah-chai-chicken-rice.jpg
LuCafe,Cafe,"420 Lebuh Chulia LS capsule hotel, Penang Island 10200 Malaysia",1,,0,5.4196129,100.3338157,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d16724813-Reviews-LuCafe-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/16/9c/20/f9/chicken-bolognese.jpg
Sunshine Square Food Court,,,1,,0,,,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d12692231-Reviews-Sunshine_Square_Food_Court-Penang_Island_Penang.html,https://www.generationsforpeace.org/wp-content/uploads/2018/03/empty.jpg
BBQ Chicken,"Korean,Asian","1-G-4, Tesco Penang No.1, Lebuh Tengku Kudin 1, Penang Island 11700 Malaysia",,,0,5.377525,100.315245,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d17339692-Reviews-BBQ_Chicken-Penang_Island_Penang.html,https://www.generationsforpeace.org/wp-content/uploads/2018/03/empty.jpg
Chew Kee Sar Hor Fun & Fish Head Beehoon Soup,Chinese,"51, Lorong Seckchuan Turn into small lane opposite Tek Sen on Lebuh Carnavon, Penang Island 10200 Malaysia",,,0,5.4173352,100.3361926,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d17374921-Reviews-Chew_Kee_Sar_Hor_Fun_Fish_Head_Beehoon_Soup-Penang_Island_Penang.html,https://www.generationsforpeace.org/wp-content/uploads/2018/03/empty.jpg
John's Getaway,Chinese,,,,0,,,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d12265937-Reviews-John_s_Getaway-Penang_Island_Penang.html,https://www.generationsforpeace.org/wp-content/uploads/2018/03/empty.jpg
Sea Fruit Stick Soup Store,"Barbecue,Asian,Grill,Chinese","842, Jalan Dato Ismail Hashim, Relau, Jalan Dato Ismail Hashim, Relau, Bayan Lepas, Penang Island 11900 Malaysia",,,0,5.3303553,100.2775181,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d19799286-Reviews-Sea_Fruit_Stick_Soup_Store-Penang_Island_Penang.html,https://www.generationsforpeace.org/wp-content/uploads/2018/03/empty.jpg
Gou Lou Wan Thun Mee,Chinese,"169 Lebuh Carnarvon, Penang Island 10100 Malaysia",,,0,5.4147326,100.3344732,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d17912670-Reviews-Gou_Lou_Wan_Thun_Mee-Penang_Island_Penang.html,https://www.generationsforpeace.org/wp-content/uploads/2018/03/empty.jpg
Fork up Nation,"Grill,Diner,Dining bars,European","Jalan sungai tiram 8 Summerskye Residence, Penang Island 11900 Malaysia",,,0,5.2986937,100.2681594,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d19453232-Reviews-Fork_up_Nation-Penang_Island_Penang.html,https://www.generationsforpeace.org/wp-content/uploads/2018/03/empty.jpg
Mutiara Ombak,"Seafood,Asian,Thai,Chinese","Tanjung Tokong, Penang Island Malaysia",,,0,5.4583809,100.303487,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d5561811-Reviews-Mutiara_Ombak-Penang_Island_Penang.html,https://www.generationsforpeace.org/wp-content/uploads/2018/03/empty.jpg
La Vanille,International,"122 A Hutton Lane, Penang Island 10050 Malaysia",,,0,5.4208701,100.3291555,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d14113633-Reviews-La_Vanille-Penang_Island_Penang.html,https://www.generationsforpeace.org/wp-content/uploads/2018/03/empty.jpg
Paparich Penang,International,,,,0,,,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d14904745-Reviews-Paparich_Penang-Penang_Island_Penang.html,https://www.generationsforpeace.org/wp-content/uploads/2018/03/empty.jpg
The Legend Hot Pot,"Chinese,Asian","The Legend Hot Pot 38 Pengkalan Weld, Penang Island 10300 Malaysia",2,,0,5.4136078,100.3404991,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d13348013-Reviews-The_Legend_Hot_Pot-Penang_Island_Penang.html,https://www.generationsforpeace.org/wp-content/uploads/2018/03/empty.jpg
Gertak Sanggul Seafood Fishing stage,"Seafood,Chinese","388 mk, Teluk Kumbar, 8, Jalan Gertak Sanggul Bayan Lepas, Penang Island 11910 Malaysia",,,0,5.2880213,100.2320712,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d23896442-Reviews-Gertak_Sanggul_Seafood_Fishing_stage-Penang_Island_Penang.html,https://www.generationsforpeace.org/wp-content/uploads/2018/03/empty.jpg
Jade Avenue Restaurant,Chinese,"Jade Avenue Restaurant 4D Jalan Gottlieb George Town, Penang Island 10350 Malaysia",,,0,5.4319604,100.3009419,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d12140440-Reviews-Jade_Avenue_Restaurant-Penang_Island_Penang.html,https://www.generationsforpeace.org/wp-content/uploads/2018/03/empty.jpg
Bintang,"Malaysian,Asian","bandar baru,Air Itam, Penang Island Malaysia",,,0,5.3890628,100.2810459,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d3373780-Reviews-Bintang-Penang_Island_Penang.html,https://www.generationsforpeace.org/wp-content/uploads/2018/03/empty.jpg
Backspin Sports Cafe & Kitchen,"Indian,Philippine,Asian","Bangkok Lane 25 Bangkok Lane, Georgetown, Penang Island 10250 Malaysia",1,,0,5.4319314,100.3128902,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d10830354-Reviews-Backspin_Sports_Cafe_Kitchen-Penang_Island_Penang.html,https://www.generationsforpeace.org/wp-content/uploads/2018/03/empty.jpg
Restoran The Kitchen 2,"Malaysian,Asian","2d-01-01, Penang Island Malaysia",,,0,5.3673161,100.2486493,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d12201237-Reviews-Restoran_The_Kitchen_2-Penang_Island_Penang.html,https://www.generationsforpeace.org/wp-content/uploads/2018/03/empty.jpg
Studio Room Karaoke Chang ba,"Chinese,Pub","Karpal Singh Drive, Penang Island 11600 Malaysia",2,,0,5.3966686,100.3285881,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d16733351-Reviews-Studio_Room_Karaoke_Chang_ba-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/16/9e/3f/37/cocktail-in-town.jpg
The skewer truck,Barbecue,"Lebuh chulia, Penang Island Malaysia",,,0,5.4183711,100.3362365,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d14087562-Reviews-The_skewer_truck-Penang_Island_Penang.html,https://www.generationsforpeace.org/wp-content/uploads/2018/03/empty.jpg
Tomyummy Noodles House,Thai,"Persiaran Gurney, Penang Plaza Gurney, Penang Island 10250 Malaysia",1,,0,5.4380431,100.3100232,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d15560933-Reviews-Tomyummy_Noodles_House-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/15/ee/96/27/tomyam-noodle.jpg
