restaurant,cuisine_type,location,price_level,rating,review_count,Latitude,Longitude
Little Boutique Cafe,"Italian,Cafe","139, Jalan Masjid Kapitan Keling, George Town, Penang Island 10300 Malaysia",1,5,3,5.4156946,100.3372767
Beach Comber,,,1,,0,,
Li Er Nyonya Cafe,"Asian,Malaysian","349, Jalan Burma, George Town, Penang Island 10350 Malaysia",2,4.5,4,5.4309052,100.3121559
Wells Cafe,"Asian,Malaysian","No.79, Jalan Nagor, George Town, Penang Island 10050 Malaysia",2,4.5,4,5.4207464,100.3259988
Uncle Tetsu Plaza Gurney,Cafe,"Gurney Dr, George Town, Penang Island 10350 Malaysia",2,4,12,5.4344703,100.3148649
Sushi-B'rito,"Japanese,Cafe,Fusion","No.108B-01-12 Jalan Tun Dr Awang, Bayan Lepas, Penang Island 11900 Malaysia",2,4,8,5.3320862,100.2920005
Rabbit X HoldUp,"Japanese,Australian","73, Jalan Kuala Kangsar, Penang Island 10200 Malaysia",2,4.5,4,5.4166532,100.3318203
Chuan Yee Charcoal Steamboat,"Asian,Malaysian,Seafood","5 Jalan Kek Chuan, George Town, Penang Island 10400 Malaysia",,4.5,4,5.4151278,100.3246785
Kopitan Classic Penang Delight,"Asian,Malaysian","Lebuh Pantai Logan Heritage 4A/B, George Town, Penang Island 10200 Malaysia",2,3.5,38,5.4181689,100.3430275
Paper Lobster,Seafood,"66G, Olive Tree Commercial Lots Persiaran Mahsuri 2, Bayan Lepas, Penang, Penang Island 11950 Malaysia",2,4,13,5.326557,100.279462
Jio Ba,"Malaysian,Asian","65 Jalan Gurdwara, George Town, Penang Island 10300 Malaysia",,4.5,5,5.4118394,100.3281042
Zheng He,"Chinese,Asian,Nonya/Malaysian","203 Hutton Lane, George Town, Penang Island Malaysia",2,4,13,5.4208258,100.3291451
Sin Lean Heang Restaurant,"Asian,Chinese","360-G-7, Gat Lebuh Macallum, George Town, Penang Island 10300 Malaysia",,3.5,9,5.4067658,100.3337479
Hong Kong 8am,"Chinese,Fast food,Asian","93 Lorong Macalister Georgetown, Penang Island 10400 Malaysia",1,4,6,5.4166898,100.3285097
Hong Kee Bamboo Noodle,Chinese,"37, Lebuh Campbell, George Town, Penang Island 10200 Malaysia",1,4,6,5.417202,100.3351498
Little Cottage Cafe,Italian,"96-A Jalan Burmah, George Town, Penang Island 10050 Malaysia",,4,12,5.4191647,100.3273794
CMR Restaurant,Chinese,"70-1-12 D'Piazza Mall, Jalan Mahsuri 70-01-12a & 14 D'Piazza Mall, Bayan Baru, Bayan Lepas, Penang Island 11950 Malaysia",,3.5,11,5.3265257,100.2833421
Xiang Yun Vegetarian House,,"17-G-31, Medan Kampung Relau MK 12, Bayan Point, Bayan Lepas, Penang, Bayan Lepas, Penang Island 11900 Malaysia",2,4.5,5,5.3333795,100.2940847
Te Amor Bakery & Confectionery,,,2,,0,,
Amma Aroma Villas Cuisine,"Asian,Malaysian,Indian","65, Ground Floor, Pusat Komersial Persiaran Mutiara 7, Bandar Tasek Mutiara, Simpang Ampat, Penang Island 14120 Malaysia",,5,3,5.2796131,100.492321
Purple Stone Vegetarian Food Centre,,"608-B Jalan Paya Terubong, Air Itam, Penang Island 11500 Malaysia",1,4,6,5.400563,100.278193
Hoshino Coffee,"Japanese,Cafe","Gurney Dr. Gurney Plaza, Georgetown, Penang Island 10250 Malaysia",2,3.5,25,5.4380431,100.3100232
Umi,"Asian,Malaysian","Block 2B, Level 5, Unit R10 & R11, Jalan Penang, The TOP Komtar Penang, Malaysia, George Town, Penang Island 10000 Malaysia",1,4,4,5.413951,100.3303671
Back Home,,"Back Home Back Home 7 Back Home 2Q Lorong Delima, Penang Island 11700 Malaysia",2,4.5,6,5.3820304,100.3046802
LK Western Cafe,,,2,,0,,
CIAO Cafe.bar,,,2,,0,,
BMS Organics,,"No.9, Jalan Moulmein, Moulmein Rise, Pulau Tikus, Penang Island 10350 Malaysia",2,4,7,5.4294538,100.312365
Pleasure Room Cafe,"Malaysian,Asian","11, Lebuh Carnarvon,, George Town, Penang Island Malaysia",,5,3,5.4174679,100.3361091
Hana Thai Kitchen,Asian,,,,0,,
Cafe Ko Cha Bi,Asian,"110, Jalan Besar, Balik Pulau, Penang Island 11000 Malaysia",1,4,7,5.3400647,100.2039477
Bei tou squid snack,,,1,,0,,
Mama's Food,"Malaysian,Asian","No.55,Anson Road, George Town, Penang Island 10400 Malaysia",,5,2,5.4167657,100.3215141
Winter Warmers Coffee and Tea House,"American,Cafe,European","Lot No. 3A-G-17, Straits Quay Jalan Seri Tanjung Pinang, Tanjung Tokong, Penang Island 10470 Malaysia",2,4,5,5.450422,100.307274
Gan En Wu Tang Shui,,,2,,0,,
Savour Bakery,"Halal,Healthy","170-B1-20&21, Plaza Gurney, Penang Island 10250 Malaysia",,4.5,4,5.4380431,100.3100232
Journey2Life,,"C-3-1 Lorong Bayan Indah 3, Bayan Lepas, Penang Island 11900 Malaysia",2,4.5,6,5.3375364,100.3071393
Genting Farlim,Chinese,"26-A, Lintang Angsana, Bandar Baru Air Itam, Penang Island 11500 Malaysia",2,5,4,5.3882146,100.2828068
Coffee Downstairs Penang,Cafe,"84, Lebuh China, George Town, Penang Island 10200 Malaysia",2,5,3,5.4183788,100.3390832
D'seafood Paradise,"Seafood,Asian,Malaysian","Jalan Teluk Tempoyak, Penang Island 11960 Malaysia",2,4,12,5.2760323,100.2866007
Bao Teck Tea House,Chinese,"25, Lebuh Melayu, George Town, Penang Island 10100 Malaysia",,4.5,8,5.4132836,100.3352253
Double Dragon,Chinese,"27B Gottlieb Road, George Town, Penang Island Malaysia",2,4.5,8,5.4307555,100.3000598
Danish Briyani House Batu Ferringi,"Indian,Fast food,Barbecue","Batu Feringghi G 1 Eden Prade, Penang Island 11100 Malaysia",2,3.5,27,5.47124,100.246491
Kiyomi Japanese Restaurant,Japanese,"Elite Avenue 1-01-09 Jalan Mayang Pasir 3, Bayan Lepas, Penang Island 11950 Malaysia",2,4,7,5.3232281,100.2827599
Kwong Sang House,Chinese,"36 Leith Street, Penang Island 10220 Malaysia",,4,14,5.4204186,100.3333008
Chulia ????? Restaurant & Bar,Fusion,"352 Lebuh Chulia, George Town, Penang Island 10200 Malaysia",2,4.5,3,5.4189936,100.3351946
Chef Nyonya Restaurant,"Asian,Malaysian","Jalan Tanjung Tokong A-G-8 The Vantage, Penang Island 11200 Malaysia",2,4,6,5.4561444,100.3079791
Talk Talk Wine Bar & Lounge,"Bar,International,Thai","3 2-G-4 & 2-G-5 Bangunan Lip Sin Lorong Lebuh Pekaka Satu, George Town, Penang Island 11700 Malaysia",2,3.5,11,5.3488804,100.2956636
Double Good,"Chinese,Asian","Bukit Jambul, George Town, Penang Island Malaysia",2,3.5,23,5.3348787,100.2808954
Ben's Diner,Diner,"43g Persiaran Mahsuri 1/1, Bayan Lepas, Penang Island 11900 Malaysia",,4.5,4,5.3228403,100.2785537
Bread King,,"79-G-59 Jalan Dato Keramat M Mall, Penang Times Square, George Town, Penang Island 10000 Malaysia",2,4,7,5.4125569,100.3247849
Lam Huat Chicken Rice,,,2,,0,,
Go Noodle House Penang,"Chinese,Asian","170 Persiaran Gurney 07-02/03 Gurney Plaza, George Town, Penang Island 10250 Malaysia",2,3.5,20,5.4380431,100.3100232
Viking Steakhouse,"Southwestern,Soups","546-D Jalan Tanjung Bungah Tanjong Tokong, Tanjung Bungah, Penang Island 11200 Malaysia",2,4,4,5.4623426,100.3056362
Lorong Selamat Fried Oyster & Char Hor Fun,"Chinese,Asian,Malaysian","George Town, Penang Island Malaysia",1,3,57,5.4141307,100.3287506
Raja's 25 Restaurant,,"25 Lorong Bangkok, George Town, Penang Island 10250 Malaysia",2,4,6,5.4319314,100.3128902
Tong Lek 8,"Malaysian,Asian","156 Jalan Macalister, George Town, Penang Island 10400 Malaysia",,4,7,5.4164299,100.3240613
Bake 'n' Take,Asian,,,,0,,
Terrace Cafe,"Indian,International","72 Jalan Batu Ferringhi Holiday Inn Resort ,, Batu Ferringhi, Penang Island 11100 Malaysia",2,3.5,16,5.4750544,100.24941
Subway,Fast food,"47 & 49 Lebuh Leith, George Town, Penang Island 10200 Malaysia",2,3,29,5.4200071,100.3328969
Daseo Malaysia,,,2,,0,,
Spasso Milano,"Italian,Pizza","Spasso Milano Jalan Seri Tanjung Pinang Lot 3C-G2, Block C, Ground floor, Straits Quay, Penang Island 10470 Malaysia",2,3.5,13,5.4580314,100.3133518
"Lot33, Prangin Mall Sub-Basement",,"Lot33, Prangin Mall Sub-Basement Jalan Dr. Lim Chwee Leong, Penang Island 11500 Malaysia",2,4,8,5.4141708,100.3313709
Hong Kong Kim Gary Restaurant,Chinese,"3068, Jalan Todak Pusat Bandar UG - 16 Sunway Carnival Mall, Penang Island 13700 Malaysia",,4,6,5.3986416,100.3976623
Izakaya by Sango,"Japanese,Contemporary","161 Lebuh Noordin, George Town, Penang Island 10300 Malaysia",2,4.5,3,5.4129575,100.3292223
Sushi King - Gurney Plaza,"Japanese,Sushi,Asian","Lot 170-02-58 Bulatan Gurney Persiaran Gurney, George Town, Penang Island 10250 Malaysia",2,3.5,31,5.4380431,100.3100232
Penang Best MK Coconut Shake,Cafe,"8, Lebuh Keng Kwee, George Town, Penang Island 10100 Malaysia",,4.5,3,5.4168955,100.3312174
Tong Sui Po,"Asian,Chinese","64 Seang Teik Road, George Town, Penang Island Malaysia",,5,5,5.4140178,100.3232262
Vino Vino Bistro,Japanese,"Block H-10-1, Lorong Bayan Indah 2 Bay Avenue, Bayan Lepas, George Town, Penang Island Malaysia",2,3.5,12,5.3371813,100.3076669
Khunthai Village Restaurant,"Thai,Malaysian,Asian","9 Mukim Pasig Balanda, Penang Island 11820 Malaysia",,4.5,3,5.3673161,100.2486493
Soba Yoshi Japanese Noodle Restaurant,"Asian,Japanese","303-01-16 Jalan Sultan Azlan Shah, Bayan Lepas, Penang Island 11900 Malaysia",,4,6,5.3316539,100.296875
Johnny Rockets,American,"Johnny Rockets Johnny Rockets 21 & 22 Persiaran Gurney 163d-1-20a, Penang Island 10250 Malaysia",2,3.5,20,5.4357359,100.311185
Plan B,,"100 Persiaran Bayan Indah Queensbay Mall, Ground Floor, Bayan Lepas, Penang Island 11900 Malaysia",2,3.5,25,5.3331774,100.3066084
MGI Classic Kitchen,"Cafe,European,Asian","No 3 & 5 Lebuh Carnavon, George Town, Penang Island Malaysia",1,4.5,6,5.4176,100.3361705
Xii Chan,"Italian,American,Southwestern","22, Kampung Malabar, George Town, Penang Island 10200 Malaysia",1,5,5,5.4190317,100.3330481
Kirin Sushi,,,1,,0,,
Karaikudi Restaurant,Indian,"1, Jalan Sungai Kelian Tanjung Tokong, Tanjung Bungah, Penang Island 11200 Malaysia",2,3.5,7,5.4645093,100.2927369
Shahnur Restaurant,"Middle Eastern,Pakistani,Indian","58 Jalan Batu Ferringhi, 11100, Penang, Batu Ferringhi, Penang Island 11100 Malaysia",,4,5,5.4706347,100.2455377
Grand Vege Creative Restaurant,"Fusion,Diner,Japanese Fusion,Chinese","11-c Lorong Abu Siti,, George Town, Penang Island 10400 Malaysia",,4.5,3,5.4197683,100.3250043
The Busy Monet (Restaurant & Lounge),"Bar,Cafe,Asian","363-2, Vantage Point, Jalan Perak Jelutong, Penang Island 11600 Malaysia",1,5,2,5.4015359,100.3148597
Roti bakar penang,Indian,"Penang Times Square, Penang Island Malaysia",,3.5,7,5.412176,100.3256387
The Skewery,"Chinese,Fast food","176, Jalan Hutton, George Town, Penang Island 10050 Malaysia",1,5,2,5.4223092,100.3265423
Hideout,"Asian,Fusion,Malaysian","170 Persiaran Gurney Opposite Daiso, Penang Island 10250 Malaysia",2,5,2,5.4297067,100.3202996
Kim Poh Roasted Chicken & Duck Rice,"Asian,Malaysian,Chinese","52A-1, Jalan Pisang Berangan,, Air Itam, Penang Island 11500 Malaysia",,4.5,3,5.3964127,100.2868419
Tasty Kitchen,Chinese,"598- GF-02 Jalan Tanjung Bungah, Tanjung Bungah, Penang Island Malaysia",,5,2,5.4634687,100.3015789
We Love Fine Wine Centre,Wine Bar,"106 Jalan Hutton, George Town, Penang Island 10500 Malaysia",2,5,3,5.4208506,100.3292974
Dome Gurney Plaza,Malaysian,"Lot G-24 Block 170 Persiaran Gurney Plaza Gurney, George Town, Penang Island 10250 Malaysia",2,3.5,52,5.4380431,100.3100232
Siam Express,Thai,"Queen Bay Mall Basement, Bayan Lepas, Penang Island 11900 Malaysia",2,4,10,5.3331774,100.3066084
Han Sik Ga,,,2,,0,,
Joo Leong Cafe,,"12, Jalan Sungai Tiram, Kampung Sungai Tiram, Bayan Lepas, Penang Island 11900 Malaysia",1,3.5,6,5.3023087,100.276554
James Foo,Southwestern,"01-01-11, Elite Avenue, Bayan Lepas, Penang Island 11950 Malaysia",2,3.5,24,5.3222874,100.2831026
Blue Reef Fish & Chips,"Seafood,British","Elit Avenue Blok1-01-38, Elit Avenue, Jalan Mayang Pasir 3, Bayan Baru, Bayan Lepas, Penang Island 11950 Malaysia",2,4,9,5.3222874,100.2831026
Nenda's Kitchen,"Cafe,International,European","8, Jalan Kampung Jawa, Bayan Lepas, Penang Island 11900 Malaysia",1,5,2,5.3257838,100.2941861
Malabar,"Nonya/Malaysian,Chinese","Lorong Kampung Malabar, George Town, Penang Island Malaysia",,3.5,8,5.4189959,100.3329393
Sam Thalia,"Fast food,Thai,Fusion,Italian","Lebuh King 18 Under Space Disted Student Residence, George Town, Penang Island 10200 Malaysia",,4.5,3,5.423586,100.3077727
Bom Baa Kopitiam Cafe,"Asian,Malaysian","No, 10, Seh Tan Jetty Pengkalan Weld Quay, Penang Island 10300 Malaysia",1,5,2,5.4110861,100.3396237
Cintra Food Corner,,"40 Lebuh Cintra, George Town, Penang Island 10100 Malaysia",1,4,7,5.4179146,100.3334934
Zhonghua Gourmet,"Chinese,Seafood","66 Jalan Penang Ground Floor, Cititel Hotel Penang, Penang Island 10000 Malaysia",2,3.5,11,5.4214039,100.332934
Kopi & Toast,"Asian,Malaysian","63 Gat Lebuh Chulia, George Town, Penang Island 10200 Malaysia",1,4,6,5.4139792,100.340788
Sri Subham Restauranr,,"47, Penang Street, George Town, Penang Island Malaysia",1,3.5,11,5.4176067,100.3404642
No. 1 Cannon Street Galeri & Kafe,,"1 Lebuh Cannon, George Town, Penang Island 10200 Malaysia",1,4,7,5.4151521,100.3369414
Gold Coast Chulia St. Restaurant,"Chinese,Seafood","427 & 429 Chulia Street, George Town, Penang Island 10200 Malaysia",1,5,2,5.4190467,100.334419
Ying Her Kopitiam,"Fast food,Asian,Street Food,Chinese","104 E Jalan Macalister, George Town, Penang Island 10400 Malaysia",,5,2,5.4155444,100.3258
Restoran Kimberly,"Chinese,Asian,Malaysian","137 Lebuh Kimberley, George Town, Penang Island 10100 Malaysia",1,3.5,18,5.4162544,100.3327575
Black Door Coffee,"American,Cafe,Asian","Jalan Mahsuri 72-1-05, Arena curve, Bandar Sunway Tunas, Bayan Lepas, Penang Island 11950 Malaysia",2,3.5,10,5.3256576,100.2807164
AK Satay,"Asian,Indonesian,Singaporean,Chinese","67B Lebuh Presgrave, George Town, Penang Island 10300 Malaysia",,5,2,5.4111347,100.3305877
Lye Lee Kopitian,Chinese,,,,0,,
Wakao Penang,Chinese,,,,0,,
Gelaihh Cafe,"Malaysian,Asian","31-1-5 The CEO, Bayan Lepas, Penang Island Malaysia",,4.5,3,5.3364375,100.2924283
Teddy Wheel Cake,Asian,"266, Lebuh Pantai, George Town, Penang Island 10300 Malaysia",,4.5,2,5.4145103,100.338201
Town Steamboat Restaurant,"Asian,Malaysian","63 Macalister Road, George Town, Penang Island Malaysia",1,3.5,16,5.4156149,100.3247498
Kakiyuki,"Korean,Fusion,Asian","160 Macalister Road, George Town, Penang Island 11400 Malaysia",,4.5,2,5.4164952,100.3240391
Queensbay Hong Kong Kim Gary Restaurant,"Chinese,Asian","No. Lot 1f-99 & 1f-K2 First Floor, Queensbay Mall, Penang., Bayan Lepas, Penang Island 11900 Malaysia",2,3.5,18,5.3324722,100.3073227
The Golden Triangle,"Thai,Indonesian,Asian","1808 ????? 1809, Jalan Perusahaan, George Town, Penang Island 13600 Malaysia",,3.5,7,5.3384944,100.4292235
Claypot King JI Bao Wang,Chinese,"32 Jalan Larut, George Town, Penang Island 10050 Malaysia",1,4.5,3,5.4226683,100.3261749
Imperial Chinese Cuisine,Chinese,"33-SB-01 Prangin Mall Jalan Dr. Lim Chwee Leong, Penang Island 10100 Malaysia",2,4,5,5.414569,100.332346
Wahong Cafe,Asian,"3 Lorong Kampung Jawa, Bayan Lepas, Penang Island 11900 Malaysia",1,4,4,5.327534,100.2945199
Calefe Hauz Gastro Cafe,Fusion,"51 Gat Jalan Perangin, George Town, Penang Island 10300 Malaysia",,4,6,5.4108194,100.3348786
Le Toma Cuisine,European,"9-1-18 Jalan Van Praagh Taman Kheng Tian, Jelutong, Penang Island 11600 Malaysia",1,5,2,5.3967236,100.3127276
Nooodles Corner Penang,,,1,,0,,
JAMMIN,"Spanish,Barbecue","5 Pengkalan Weld, George Town, Penang Island 10300 Malaysia",,4.5,3,5.4161839,100.3436163
Charcoal House,"Cafe,Thai,Pub,Bar","103, Lebuh Victoria Charcoal House, George Town, Penang Island 10300 Malaysia",,4.5,2,5.4120925,100.3365805
Zarie Laksa House,"Soups,Malaysian,Asian","Perumahan 3 Jalan Sungai Emas, Batu Ferringhi, Penang Island 13600 Malaysia",,4,3,5.4746,100.2529477
Nyonya Delights Cafe,Asian,,,,0,,
Nasi Kandar Ayam Bawang,Asian,"74-G-4, Jalan Tengah, Bayan Baru, Bayan Lepas, Penang Island 11950 Malaysia",,4.5,2,5.3195665,100.2861835
Shui Yuan Seafood Restaurant,Asian,,,,0,,
The Wooden Kitchen,Asian,,,,0,,
Mama's Vege,"Asian,Malaysianm,Chinese","170 Persiaran Gurney 3rd Floor, Gurney Plaza New Wing, Penang Island 10250 Malaysia",,4,3,5.4287817,100.3207271
Tiong Lor Bak Kut Teh,Chinese,,,,0,,
May Garden Palace,"Chinese,Asian,Cantonese","70, Penang Road, George Town, Penang Island Malaysia",2,3.5,28,5.4209533,100.3330717
Hau Hau Yu Restaurant,,,2,,0,,
Best Big Bowl Noodles Restaurant,"Asian,Malaysian,Chinese","47a, Lintang Angsana, Bandar Baru, Air Itam, Penang Island 11500 Malaysia",,4.5,2,5.3888187,100.2817679
Home Recipe,"Asian,Malaysian,International","Jalan Dr Lim Chwee Leong - Prangin Mall 3rd floor, Penang Island Malaysia",,3.5,10,5.414683,100.331112
Tims Shisha Cafe,Cafe,"The Palazzia, 97-1-20, Gelugor, Penang Island 11700 Malaysia",,5,2,5.3595473,100.2937998
Projek Nasi Lemak,,"498 Jalan Dato Keramat Solaria Square, Bayan Lepas, George Town, Penang Island 10150 Malaysia",1,4,5,5.3001389,100.2661972
Xuan Feng Restaurant,"Chinese,Japanese,Asian","No. Lot 1-1-23a, Elite Avenue Jalan Mayang Pasir 3, Bayan Lepas, Penang Island 11950 Malaysia",2,3.5,14,5.3222874,100.2831026
Boru,Japanese,"139 Jalan Masjid Kapitan Keling, Penang Island Malaysia",,4,3,5.4156946,100.3372767
Yakitori Tatsujin,"Barbecue,Japanese","66 Jalan Macalister, George Town, Penang Island 10400 Malaysia",,4.5,3,5.415044,100.326931
Swez Brasserie,"French,Japanese,International,Italian","Ground Floor, Eastin Hotel Penang, Penang Island Malaysia",,3.5,6,5.33659,100.306602
Rumah Makan Pusako,"Indonesian,Asian","10, Lebuh Tamil beside Chowrasta Market, George Town, Penang Island 10100 Malaysia",,5,1,5.417692,100.3315117
The Wine Shop Tanjung,"American,Asian,Malaysian,Chinese","1k Jalan Sungai Kelian, Tanjung Bungah, Penang Island 11200 Malaysia",,5,1,5.4645093,100.2927369
Sebai Sebai Thai Restaurant,"Asian,Thai","No1,Lintang Batu,Greenlane, George Town, Penang Island Malaysia",2,3.5,15,5.3873851,100.3060638
Tong Seng Roasted House I-Santorini,Chinese,"Santorini, 8-G-01, I, Jalan Seri Tanjung Pinang 1 Seri Tanjung Pinang, Tanjung Tokong, Penang Island 10470 Malaysia",,5,1,5.4570605,100.3093039
Pulau Tikus Kitchen,"Chinese,Seafood,Asian","236, Jalan Burma, George Town, Penang Island 10350 Malaysia",1,5,3,5.4301588,100.3133396
Arashi Shabu Shabu,Soups,"Arashi Shabu Shabu Gurney Plaza Penang Lot 170-03-85, Level 3, Penang Island 10250 Malaysia",2,3.5,20,5.4375601,100.3096467
Bhai Biryani,"Asian,Diner,Middle Eastern,Indian","119 Lebuh King, George Town, Penang Island 10200 Malaysia",,4.5,3,5.4164817,100.3389574
Table Twenty-three,Indian,,,,0,,
cafe88,Chinese,"Cnr of Jalan Sri Bahari and Penang Rd Georgetown, Penang Island Malaysia",,4,3,5.4206226,100.3330516
Hachiba Izakaya,"Japanese Fusion,Japanese","Level 1, 32, Jalan Kelawai, Georgetown, George Town, Penang Island 10250 Malaysia",,5,2,5.4306892,100.3165645
Brew House Anson Cube,"Asian,Malaysian,Beer restaurants,European","Units 138-1-3&3A, Anson Cube Jalan Anson, Penang Island 10400 Malaysia",,4,2,5.4156539,100.3199373
Shang Place Restaurant,Chinese,"Block 303B-1-31 Jalan Sultan Azlan Shah, George Town, Penang Island 11900 Malaysia",,4,8,5.3316539,100.296875
Coffee Signature Penang,"Italian,French,Cafe","9-LG-01 Jalan Ahmad Nor Pusat Perdagangan Nova, Jelutong, Penang Island 11600 Malaysia",2,4,3,5.3908586,100.3147899
Sea Palace Restaurant,"Seafood,Chinese","2-1-9, First Floor Bangunan Lip Sin Lebuh Pekaka 1 Sungai 2, Gelugor, Penang Island 11700 Malaysia",,3.5,7,5.3488804,100.2956636
Elementos Tapas And Lounge,"Bar,Cafe,Barbecue","533, Jalan C M Hashim, Tanjung Tokong Penang, Tanjung Bungah, Penang Island 11200 Malaysia",2,4.5,2,5.4635364,100.3051766
Jin Cafe,,,2,,0,,
Soon Chi Seafood Restaurant,"Seafood,Chinese","Studio 94 Taman Jawi Jalan Besar, Penang Island Malaysia",,4.5,3,5.2234574,100.4962239
Hungry Ranch,"Italian,American,Grill","31, Jalan Sungai Ujong, George Town, Penang Island 10100 Malaysia",1,5,4,5.415687,100.3318584
Dong Guan Kopitam,Chinese,"16, Jalan Irrawaddi, George Town, Penang Island 10050 Malaysia",,5,2,5.425429,100.321593
Phaik Laksa,"Asian,Malaysian,Fast food","166, Jalan Seang Tek Opposite Anson Road Market, George Town, Penang Island 10400 Malaysia",,5,1,5.4158303,100.3213771
Gurney Food Hall,"Asian,Malaysian,Chinese","170 Persiaran Gurney Gurney Plaza, 4th Floor, Penang Island 10250 Malaysia",,5,1,5.4380431,100.3100232
Granny's Cottage a.k.a Wai Po Jia,"Chinese,Asian,Fusion","170-06-02, Plaza Gurney Persiaran Gurney, George Town, Penang Island 10250 Malaysia",1,3.5,5,5.4390504,100.3098713
Batu Kawan,"Malaysian,Asian","Batu Kawan, Penang Island Malaysia",,4.5,2,5.270447,100.4196629
Dim Sum Valet,Asian,,,,0,,
Mak Ee Cafe,Cafe,"122-F Hutton Lane, George Town, Penang Island 10050 Malaysia",,4.5,2,5.4208701,100.3291555
Apa Nama Ni,"Asian,Malaysian","No.263, Beach Street, George Town, Penang Island 10300 Malaysia",1,5,1,5.4131414,100.336995
Kwong Ban Lee Cafe,Chinese,"Jalan Chan Siew Teong, George Town, Penang Island 11200 Malaysia",,5,1,5.4642021,100.2784642
Village Kitchen,,"70-1-23, D'Piazza Mall, Jalan Mahsuri, Bayan Lepas, Penang Island 11900 Malaysia",1,4,4,5.3265257,100.2833421
Cube Coffee Tanjung Tokong Caltex,"Cafe,Asian","Jalan Tanjung Tokong, Tanjung Tokong, Penang Island 10470 Malaysia",1,4,2,5.4561444,100.3079791
101 Rojak,"Malaysian,Asian","Esplanade Food Court, George Town, Penang Island Malaysia",,5,1,5.4201774,100.3427772
Restoran Floating Seafood Paradise,Seafood,"Lot 2400 Jalan Bukit Tambun, Simpang Ampat, Penang Island 14110 Malaysia",,3.5,10,5.2770146,100.4673157
Tai Wah Cafe,Seafood,,,,0,,
BS Duck Boss,"Malaysian,Asian","5, Jalan Bukit Panchor, Taman Belatuk, Nibong Tebal, Penang Island 14300 Malaysia",,5,1,5.1787504,100.4847798
Arakawa Japanese Gastro & Bar,"Japanese,Bar,Pub","163D-1-31, Gurney Drive Gurney Paragon Mall, George Town, Penang Island 10250 Malaysia",2,4,2,5.4357359,100.311185
Chill With Classic,"Bar,Cafe,Pub","199 Hutton Lane, George Town, Penang Island 10050 Malaysia",2,5,1,5.4208258,100.3291451
George: Booze & Bites,"American,Pizza,Fusion","183 Lebuh Victoria, Penang Island 10300 Malaysia",1,4,4,5.4139747,100.339286
Medan Selera Tanjung Bunga,"Malaysian,Asian","Pesiaran Tanjung Bunga, Tanjung Bungah, Penang Island 11200 Malaysia",,4,2,5.469363,100.2762066
Le Bread Days,Asian,,,,0,,
"BBQ, Great Taste, East Fresh",Asian,,,,0,,
Shanghai Ding House of Dumpling,Chinese,"Block H, 4/G, Persiaran Bayan Indah Bayan Bay 11900, Penang Island Malaysia",2,3.5,11,5.3362001,100.3070362
Wan Tan Mee House,Chinese,"327, Jalan Burmah Pulau Tikus, George Town, Penang Island 10350 Malaysia",,5,1,5.4306658,100.3125341
Micasa,"Bar,Cafe,Pub","90 Love Lane, George Town, Penang Island Malaysia",2,3.5,4,5.4186739,100.3363248
Pavilion,Chinese,"26 Lebuh Presgrave, George Town, Penang Island Malaysia",,4,6,5.4105941,100.3312503
Yoshinoya Hanamaru,"Japanese,Fast food,Asian","B1-37, Basement 1, 170 Gurney Plaza, George Town, Penang Island 10250 Malaysia",2,3,19,5.4297067,100.3202996
Nasi Campur Umi,,,2,,0,,
Gaya's Beach Side Bar & Restaurant,"International,Asian,Pub,Bar","527 Jalan Tanjung Bungah, Penang Island 11200 Malaysia",,3.5,20,5.467183,100.2891769
Hokkien Mee,Chinese,"Corner Jalan Penang and Jalan Kampung Malabar, Penang Island Malaysia",1,3.5,11,5.4189016,100.3317942
Opera,,,1,,0,,
Restoran Yasmeen Nasi Kandar,Indian,"177 Jalan Penang, George Town, Penang Island 10000 Malaysia",1,3.5,7,5.4197524,100.3324747
Simply Delicious,"Malaysian,Asian","Red Garden Food Court Penang, Penang Island Malaysia",,4.5,3,5.4214358,100.3337407
Korean Cafe Shwimpyo,"Korean,Asian","2-1-14, Plaza Ivory, Halaman Bukit Gambir, Sunway Bukit Gambier, Gelugor, Penang Island 11700 Malaysia",,5,1,5.3583162,100.2925742
Kek Lok Si Vegetarian Restaurant,,"Jalan Rambutan Ayer Itam, Penang Island 11500 Malaysia",2,3.5,6,5.4001436,100.2762645
Ki No Me,Japanese,"5 Tingkat Mahsuri 2-1-12 Terrace Plus, The One, Penang Island 11950 Malaysia",,5,2,5.3225,100.2796975
Rooster Roast,"Philippine,Asian,Healthy","Level 5, Gurney Paragon Mall, Gurney drive 10250 Penang Lot 18 & 19 Just Food, George Town, Penang Island 10250 Malaysia",1,4,2,5.4351137,100.3109729
Jung Won Korean BBQ Buffet,,,1,,0,,
Love Bites,Healthy,"11 Nagore Road, Penang Island Malaysia",,4,5,5.4215835,100.3264477
North East China Crusine,Chinese,"292 Burmah Road, Penang Island Malaysia",2,3.5,8,5.4320009,100.3116413
kkang tong korean grill buffet,"Asian,Korean","2-D, Jalan Tanjung Bungah, Penang Island Malaysia",2,3.5,7,5.4656496,100.2915774
Elmondo Italian Western Cuisine,Italian,"Lebuh Tunku Kudin 2 1-1-3 E-Gate, Gelugor, Penang Island 11700 Malaysia",,4,2,5.375986,100.3153234
Aris cheese naan,Asian,"2-1-23A plaza ivory, halaman bukit gambir, Penang Island Malaysia",,4,2,5.3583162,100.2925742
