restaurant,cuisine_type,location,price_level,rating,review_count,Latitude,Longitude
Roti Canai Gemas Road,"Asian,Street Food,Malaysian,Indian","29 Gemas Road Taman Kampar, Penang Island 10460 Malaysia",,4.5,7,5.4092692,100.309679
Village Fish Head Bee Hoon,"Seafood,Diner,Central Asian,Chinese","107A, Pengkalan Weld, George Town, Penang Island 10300 Malaysia",,4.5,8,5.4112604,100.3370824
Yuraku Tei Japanese Cuisine,"Japanese,Japanese sweets parlour,Japanese Fusion","Vantage B-3-3A Jalan Desiran Tanjung, Tanjung Tokong, Penang Island 10470 Malaysia",2,5,5,5.4570605,100.3093039
Kampar Fish Jelly Restaurant,"Chinese,Asian","66 7 68 Jalan Aziz Ibrahim 11900 Bayan Lepas, Penang Island Malaysia",2,4,10,5.3394487,100.3042777
Campur,"French,Chinese,Asian","16 Jalan Armenian, George Town, Penang Island 10300 Malaysia",2,4.5,8,5.4150347,100.3380252
Aunty Anne True Penang Cuisine,Nonya/Malaysian,"67 Macalister Lane, George Town, Penang Island Malaysia",1,4.5,10,5.4162216,100.32812
Annabelle's  place,"Cafe,British","10 Lebuh Lembah Permai 4, Tanjung Bungah, Penang Island 11200 Malaysia",2,4,13,5.454826,100.290447
Viapre Penang,Italian,"20E Lebuh Penang, Penang Island 10200 Malaysia",,5,6,5.419317,100.341356
Sushi Kitchen Farlim,Italian,,,,0,,
Loaf U,"Asian,Korean,Malaysian","22 Lebuh Melayu, Penang Island 10100 Malaysia",1,4.5,7,5.4131823,100.3355257
BeAngels Specialty Coffee,,,1,,0,,
Beangels Coffee Esplanade,"Italian,Chinese,Southwestern","Jalan Padang Kota Lama Pusat Bayaran Setempat, Penang Island 10200 Malaysia",1,4.5,6,5.4215084,100.3413823
AB Cafe,,,1,,0,,
Java Tree,"European,Asian","10, Lebuh Farquhar Eastern & Oriental Hotel, George Town, Penang Island 10200 Malaysia",2,5,5,5.4231701,100.3357086
Coconut Man,"Healthy,Street Food","48 Armeniam Street, George Town, Penang Island 10200 Malaysia",1,4.5,7,5.4151338,100.33747
Habanero Mexican Dining,Mexican,"3F-22D Queensbay Mall 100 Persiaran Bayan Indah, 11900, Bayan Lepas, Penang Island Malaysia",2,4,17,5.3331774,100.3066084
The Chambers Restaurant,,"No. 2 Penang Street 2nd Floor, George Town, Penang Island 10200 Malaysia",2,4,17,5.420158,100.341706
Pitt Street Koay Teow Th'ng (Eel Fish Ball Noodle),"Chinese,Asian","Carnarvon Street, George Town, Penang Island Malaysia",1,4.5,7,5.4180061,100.336227
Little Oasis,"International,Asian,Malaysian","33-03-35, Prangin Mall, George Town, Penang Island Malaysia",2,4,12,5.414683,100.331112
Peppersalt Restaurant,American,"No 27 & 29 Lorong Amoy, George Town, Penang Island 10050 Malaysia",,4.5,7,5.4216802,100.3286265
Muse Dining Bar by R.Emuang,American,,,,0,,
Kitchen Chemistry,"Italian,American,Asian","8 Solok Kampung Jawa, Penang Island 11900 Malaysia",2,4.5,8,5.325935,100.2952633
Teluk Kumbar Seafood Restaurant,"Seafood,Asian,Malaysian","84 MK9 Teluk Kumbar, Bayan Lepas, Penang Island 11920 Malaysia",2,4,14,5.2847094,100.2396849
Adnan Bin Hassan,Seafood,"Jalan Teluk Tempoyak Kampung Teluk Tempoyak Besar, Bayan Lepas, Penang Island Malaysia",2,4.5,7,5.2764169,100.2871129
Restoran Mohammed Raffee Nasi Kandar,,,2,,0,,
Fatty loh chicken rice,"Chinese,Malaysian","Jalan Fettes, Tanjung Tokong, Penang Island Malaysia",2,3.5,65,5.4521819,100.3036368
K-POT,"Asian,Korean","98-G-33 prima Jalan Tanjung Tokong, Penang Island 11200 Malaysia",2,4,15,5.4561444,100.3079791
nadaba,"Bar,Pizza,International","1 Jalan Bukit Jambul Hotel Equatorial Penang, Bayan Lepas, Penang Island 11900 Malaysia",2,4,9,5.337476,100.2845764
Kim's Korean Food Buffet,"Asian,Korean","72-1-59, 58, 57, Arena Curve Jalan Persiaran Mahsuri, Bayan Lepas, Penang Island 11950 Malaysia",2,4.5,7,5.3256576,100.2807164
Hao You Seafood,"Seafood,Asian,Malaysian","Teluk Kumbar 84, MK9 , Teluk Kumbar, Bayan Lepas, Penang Island 11920 Malaysia",2,3.5,37,5.2865731,100.235652
Seoul Garden,"Barbecue,Asian,Korean","Sunrise Tower, George Town, Penang Island Malaysia",2,4,12,5.4398544,100.3084406
Mekong Vietnamese Restaurant,Vietnamese,"Mekong Vietnamese Restaurant 403 Jalan Burmah, Penang Island 10350 Malaysia",2,4.5,8,5.4318238,100.3110806
Canton-i,"Chinese,Asian,Cantonese","Queensbay Mall - JMB, Lot 1F-78, Queensbay Mall 100 Persiaran Bayan Indah, Bayan Lepas, Penang Island Malaysia",2,3.5,68,5.3331774,100.3066084
Go Noodle House,"Chinese,Asian,Malaysian","100 Persiaran Bayan Lot 3F-01, Level 3 Queens Street , Queensbay Mall, Penang Island 11900 Malaysia",2,4,8,5.3331774,100.3066084
BBQ Plaza,"Barbecue,Asian","Gurney plaza 170-06-01 Persiaran Gurney,, George Town, Penang Island Malaysia",2,3.5,21,5.4380431,100.3100232
Al Aziz Briyani House,"Indian,Pizza,Middle Eastern","58-B Jalan Batu Ferringh, Batu Ferringhi, Penang Island 11100 Malaysia",1,5,5,5.4706347,100.2455377
Rang8,"Chinese,Japanese,Southwestern","149, Jalan Masjid Kapitan Keling, George Town, Penang Island 10200 Malaysia",1,4.5,7,5.4154927,100.3371631
Pizzaiola,"Italian,Pizza,Vegetarian Friendly","33-SB-01 Prangin Mall, Jalan Dr Lim Chwee Leong Lot 33, George Town, Penang Island 10450 Malaysia",2,3.5,23,5.414569,100.332346
Syed Bistro,"Indian,Asian,Middle Eastern","76 Jalan Mahsuri Bandar Sunway Tunas, Bayan Lepas, Penang Island 11950 Malaysia",2,3.5,26,5.3269747,100.2797969
Shan Cheng Durian Penang,Street Food,"748B, MK6 Pondok Upih, 11000 Balik Pulau, Penang, Balik Pulau, Penang Island 11000 Malaysia",2,4.5,9,5.331708,100.2254602
BoraBora Georgetown Beach Bistro and Guesthouse,"Bar,Pizza,Cafe","515 Jalan C M Hashim Tanjung Bunga, George Town, Penang Island 11200 Malaysia",2,4,15,5.4638719,100.3058109
Sugar on Top,Fusion,"No.21, Jalan Bawasah, George Town, Penang Island 10050 Malaysia",,4,11,5.4214421,100.3258442
Tasty  Toasty,"Malaysian,Asian","52 Jalan Cantonment, George Town, Penang Island 10350 Malaysia",,4.5,8,5.4311944,100.3117614
Gurney ABC Hawker,"Asian,Malaysian","Gurney drive, George Town, Penang Island Malaysia",1,3.5,60,5.4344703,100.3148649
Spicy Lemak,"Asian,Malaysian","278 Lebuh Pantai, George Town, Penang Island 10300 Malaysia",1,4,9,5.4142904,100.3381711
J.L Gourmet Cafe,,"Jalan Dr Lim Chwee Leong 33-3-09, Prangin Mall, George Town, Penang Island Malaysia",2,4.5,12,5.414164,100.331734
Insider Cafe Lounge,"Pizza,Cafe,Spanish","36 Lebuh Gereja, George Town, Penang Island 10200 Malaysia",2,4,11,5.4180657,100.3413349
Ali Capati Corner,Indian,"Lebuh Pasar, George Town, Penang Island 10200 Malaysia",1,4,10,5.4171471,100.3393965
Wong Chau Jun Restaurant,"Chinese,Asian,Soups","77 Jalan Rangoon, George Town, Penang Island Malaysia",2,4,24,5.4169163,100.3240796
Yin's WholeFood Manufactory,,"5-G-17, Promenade Persiaran Mahsuri, Bayan Lepas, Penang Island 11950 Malaysia",2,3.5,18,5.3247107,100.2825698
Omar Al-Khayyam Restaurant,"Lebanese,Middle Eastern,Vegetarian Friendly","66 Jalan Batu Feringghi Next to D'Ferrenhi Hotel, Batu Ferringhi, Penang Island Malaysia",2,4,20,5.474304,100.249112
WhatSaeb Boat Noodle,"Thai,Street Food","173 Lebuh Carnavon, George Town, Penang Island 10100 Malaysia",1,4.5,6,5.4147299,100.334323
Balik Kampung at Balik Pulau,"Chinese,Seafood,Asian","278 MK D, Kuala Jalan Baharu, Balik Pulau, Penang Island 11000 Malaysia",2,4,13,5.35325,100.20187
Isaribi Tei,"Japanese,Sushi,Asian","Isaribi Tei Isaribi Tei 62 Jalan Chow Thye, Penang Island 10050 Malaysia",2,3.5,30,5.4246041,100.3204505
Sushi Zanmai - Gurney Paragon Mall,"Japanese,Sushi,Asian","163d-6-36, Level 6, Gurney Paragon Mall Persiaran Gurney, George Town, Penang Island 10250 Malaysia",2,3.5,55,5.4357359,100.311185
Amber Chin Kitchen,"Chinese,Pizza,Wine Bar","147-149 Jalan Hutton Hutton Mansion, Penang Island 10050 Malaysia",1,4.5,7,5.4208076,100.3288496
Caze by Buu's Kitchen,"Italian,Southwestern","10A Lebuh King, George Town, Penang Island 10200 Malaysia",2,4.5,7,5.4195454,100.3407222
Arabica Estate,"Italian,Cafe,Asian","29D-3-3A, 11600 Maritime Suite Persiaran Karpal Singh, George Town, Penang Island 11600 Malaysia",1,4.5,10,5.3984454,100.3290469
Kitch Garden Cafe,"Asian,Malaysian,Caf??","No. 58, Jalan Rangoon, George Town, Penang Island 10400 Malaysia",,5,4,5.4181297,100.3244977
Trois Canon Cafe,"Chinese,Cafe,Asian","165 Campbell Street, George Town, Penang Island 10100 Malaysia",1,3.5,39,5.4183959,100.3325
43 Cafe,"American,Fast food,Asian","43 Jalan Sungai Dua, Penang Island 11700 Malaysia",1,4.5,10,5.3532242,100.3038182
Feng Yi Dumplings,,,1,,0,,
Kenko,"Japanese,Cafe,Fast food","94 Jalan Lim Lean Teng, George Town, Penang Island 11600 Malaysia",1,5,4,5.405338,100.306709
77 Food Yard,"Malaysian,Asian","Cnr Burmah Road & Solok Moulmein, George Town, Penang Island Malaysia",,4.5,7,5.4304867,100.312769
Ximending Taiwan Style Restaurant,"Chinese,Asian,Fusion","Ximending Taiwan Style Restaurant 79 & 81 Lebuh Bishop, Penang Island 10200 Malaysia",2,4,13,5.3673161,100.2486493
Cloud Dreaming,Fusion,"15, Lebuh Tye Sin, George Town, Penang Island 10300 Malaysia",1,4,11,5.4096746,100.3307899
Big Ben George Town,"Cafe,British","83 Bishop Street, George Town, Penang Island 10200 Malaysia",1,4.5,9,5.4190572,100.3407896
Krung Thep,Thai,"No. 118 Lorong Selamat, George Town, Penang Island 10450 Malaysia",,4.5,6,5.4166808,100.3243223
Tong Seng Hainanese Chicken Rice,Chinese,"406 Jalan Penang, George Town, Penang Island Malaysia",2,4,11,5.4157265,100.3291345
Rustic Woods,"Italian,American,Bar","89, Muntri Street., Penang Island 10200 Malaysia",1,4.5,7,5.4201704,100.3348581
Palace D' India,"Indian,Seafood,International","69G, King Street Esplanade, George Town, Penang Island 10200 Malaysia",3,4.5,5,5.4192358,100.3406991
Seng Seng Heang,"Malaysian,Asian","613-D Jalan Pasar, Air Itam, Penang Island Malaysia",,5,5,5.4013807,100.2762472
Ming Xiang Tai,Chinese,"No. 26, Lebuh Armenian, Penang Island Malaysia",2,4,10,5.4150109,100.3378825
Sany Char Kuey Teow,"Malaysian,Asian","4 Lorong Mahsuri 2 Near Sunrise Shopping Centre, Bayan Lepas, Penang Island 11900 Malaysia",,4,8,5.294464,100.2593272
Over the Rainbow,"Contemporary,Cafe","2-G-22, Medan Rajawali Solaria Residences, Bayan Lepas, Penang Island Malaysia",,5,4,5.3006535,100.2659777
Matcho Cafe,"Fast food,Asian,Deli","99B, Lebuh Noordin, Penang Island 10300 Malaysia",1,5,4,5.4122247,100.330414
Copthorne Terrace Bay Restaurant,European,"Tanjung Bungah, Penang Island Malaysia",2,3.5,32,5.465118,100.2822098
Tavern in the Park,Cafe,"125 Jalan Timah Inside Hin Bus Depot Art Centre, George Town, Penang Island 10150 Malaysia",2,3.5,19,5.4122027,100.3281352
Corner Keng,"Chinese,Bar,Cafe","10-B-02 Precinct 10, Jalan Tanjung Tokong,, Tanjung Tokong, Penang Island 10470 Malaysia",2,4,15,5.4492482,100.3060331
"Friendscino Pulau Tikus, Penang","European,Wine Bar","Friendscino Pulau Tikus, Penang 19 Lintang Burma Pulau Tikus, Penang Island 10250 Malaysia",2,4.5,7,5.4329021,100.3114428
Pak Mat Western,"Steakhouse,Cafe,Asian","Simpang Tiga Juru, Simpang Ampat, Penang Island 14000 Malaysia",1,4,12,5.317738,100.441347
Test Kitchen,"Asian,Contemporary,Malaysian","105 Lebuh Noordin, George Town, Penang Island 10300 Malaysia",2,5,5,5.4119831,100.3301979
Home Cafe Penang,Cafe,"Home Cafe Penang 18 Jalan Pakawali, Tanjung Bungah, Penang Island 11200 Malaysia",,5,3,5.4645874,100.2920856
Oriental Red Seafood Market,Seafood,"Jalan Perusahaan Jelutong 2 No 28, Fortune Park, Jelutong, Penang Island 11600 Malaysia",,4.5,7,5.3956834,100.3240731
Rockstarz Burger Ayer Itam/Greenlane,Seafood,,,,0,,
Snow Story,Japanese,"18 Lebuh Keng Kwee, George Town, Penang Island 10100 Malaysia",1,4.5,6,5.4169776,100.3311297
Teow Chew Meng,"Asian,Chinese","Lorong Selamat, George Town, Penang Island Malaysia",,4,13,5.4179759,100.3254939
Eam Huat Charcoal Steamboat,Asian,"7, Medan Penaga, Batu Lanchang, Penang Island Malaysia",,4.5,7,5.3892587,100.3075606
Annapoorni Restaurant,Indian,"38 Lebuh China, George Town, Penang Island 10200 Malaysia",1,4.5,8,5.417682,100.340104
Teszta Resto,"Pizza,Seafood,International,Italian","2-G-13A, Solaria Square, Bayan Lepas, Penang Island 11900 Malaysia",,4,7,5.3001389,100.2661972
Island Park Restaurant,Chinese,"No. 38, Tkt Tembaga, George Town, Penang Island 11600 Malaysia",,4,8,5.3913639,100.300409
Shin Boon Kee Chicken and Duck Rice,Chinese,"425C Jalan Burma, George Town, Penang Island Malaysia",,4.5,5,5.4322458,100.3098434
Dim Sum King Penang,"Chinese,American,Indian","35, Jalan Anson,, Penang Island 10400 Malaysia",1,5,4,5.4188833,100.3231012
Chill Bar & Refuge,American,"55 Jalan Nagore, George Town, Penang Island 10050 Malaysia",3,5,6,5.420974,100.325967
Shariff Nasi Kandar,,"159, Jalan Permai, Taman Brown, George Town, Penang Island 11700 Malaysia",1,4.5,7,5.371256,100.3019528
J-Garden,Japanese,"368-1-1 Bellisa Row, Jalan Burmah, Pulau Tikus, Pulau Pinang. Bellisa Row, Penang Island 10350 Malaysia",2,4,8,5.4328209,100.30962
The Memory Lane Mufe,Chinese,"32, Jalan Servis, George Town, Penang Island 10050 Malaysia",2,4.5,8,5.4256,100.3204421
Ssambap Korean,"Korean,Asian","Jalan Tun Dr Awang 1-1-24, Krystal Point Corporate Park, Penang Island 11900 Malaysia",,4,10,5.3297441,100.2938471
"Sri Ananda Bahwan, Macalister Road","Indian,Asian,Malaysian","225 Macalister, George Town, Penang Island 10450 Malaysia",2,3.5,85,5.42164,100.30469
Four Seasons Tea Restaurant,"Chinese,Asian,Thai","80-U Jalan Trengganu, George Town, Penang Island 10460 Malaysia",1,3.5,16,5.4077433,100.3093064
Khoon Hiang,"Malaysian,Asian","358 Jalan Dato Keramat,, Penang Island Malaysia",,4.5,8,5.4130419,100.3195761
Chili's Grill & Bar,"Mexican,American,Southwestern","Persiaran Gurney, George Town, Penang Island 10250 Malaysia",2,3,115,5.4344703,100.3148649
Adam's Famous Chicken Curry Puff,,,2,,0,,
Pen & Nic's Kitchen,"European,Asian,Fusion","29 & 31,One City Jalan Perniagaan Seri Juru,Pusat Perniagaan Seri Juru, Simpang Ampat, Penang Island 14100 Malaysia",2,5,3,5.3125525,100.4462626
Harvest Wok,Chinese,"48 Lengkok Moulmein, George Town, Penang Island 10350 Malaysia",,4,10,5.4291214,100.312702
Five Stars Restaurant,Chinese,"19C Lebuhraya Batu Lanchang, George Town, Penang Island 11600 Malaysia",2,4.5,7,5.395378,100.2996431
The Glasshouse,"Italian,Chinese,Cafe","8, Gat Lebuh Gereja The Prestige Hotel, George Town, Penang Island Malaysia",2,4,9,5.4165076,100.3427629
Winter Warmers,"Chinese,Asian,Fusion","Queensbay 11900 Bayan Lepas Queensbay Mall, Bayan Lepas, Penang Island Malaysia",2,4,12,5.3331774,100.3066084
Kitano @ Jazz Japanese Restaurant,Japanese,"No. 1, Jalan Seri Tanjung Pinang 1, Penang Island 10470 Malaysia",,5,4,5.4523437,100.3084996
Japanese Restaurant Iso Gin,Japanese,"B-1-6, Vantage Desiran Tanjung, Jalan Desiran Tanjung, Tanjung Tokong, Penang Island 10470 Malaysia",,4.5,9,5.4558393,100.3076699
Kafe Heng Huat,"Asian,Malaysian","108 Lorong Selamat, George Town, Penang Island Malaysia",1,3.5,106,5.4170792,100.3246073
Nasi Kandar Kampung Melayu,"Asian,Malaysian","Jalan Kampung Melayu A-29, Air Itam, Penang Island Malaysia",1,4,6,5.4003451,100.2843284
Hug Chinese Restaurant,Chinese,"No 1-2-13 & 15, Elit Avenue Jalan Mayang Pasir, Bayan Lepas, Penang Island 11950 Malaysia",3,4.5,8,5.3222874,100.2831026
Kim Laksa,,"67 Balik Pulau Penang, Balik Pulau, Penang Island 11000 Malaysia",1,4,9,5.3400647,100.2039477
Fook Cheow Cafe,"Asian,Malaysian","Hutton lane, Penang Island Malaysia",1,4,11,5.4204777,100.3289046
Mikki Western Food / Mikki Western Junction,,,1,,0,,
Vege Delight,,"72-1-1, Arena Curve, Jalan Mahsuri, Bayan Baru, Bayan Lepas, Penang Island 11950 Malaysia",2,4.5,5,5.3256576,100.2807164
The Six Premium Cantonese,,"Jalan Dato Keramat Penang Times Square, George Town, Penang Island 10150 Malaysia",3,4,11,5.412176,100.3256387
Muthu Banana Leaf Restaurant,Indian,"143 Lebuh Acheh, George Town, Penang Island 10300 Malaysia",1,3.5,8,5.4152544,100.3358237
Jeeves,,,1,,0,,
Elite House,"Chinese,Seafood,Asian","8 Jalan Perusahaan Jelutong 2 Fortune Park, George Town, Penang Island 11600 Malaysia",2,3.5,18,5.3950584,100.3235891
Sin Nam Huat,"Cantonese,Chinese","70 Beach Street Lebuh Pantai, George Town, Penang Island Malaysia",,4.5,7,5.4164199,100.340819
Dessert Old Time Delight Shop,"Chinese,Asian","78 Lebuh Kimberley Near Penang Upside Down Museum, George Town, Penang Island 10100 Malaysia",1,4,12,5.4158046,100.3335296
Mizi Bistro Bayan Lepas,,,1,,0,,
Mellowcup Coffee,"Chinese,Asian,Soups","11-G-4, New Jalan Gottlieb New Bob Center, George Town, Penang Island 10350 Malaysia",2,4.5,6,5.431975,100.3018193
The 9ine by Jackie Wong,"Cafe,European,Asian","9, Jalan Kek Chuan, George Town, Penang Island 10400 Malaysia",2,4,7,5.4149393,100.3247608
Wako Sushi Omakase ?????????,"Japanese,Sushi,Kaiseki","16,gat Lebuh Acheh, George Town, Penang Island 10300 Malaysia",3,5,3,5.4129496,100.3379266
Penang Road Famous Laksa,,,3,,0,,
Kum Kei,Chinese,"76G Persiaran Mahsuri 2, Bayan Lepas, Penang Island 11950 Malaysia",,4,8,5.3262395,100.2796914
Ah Shen Presgrave St Famous Duck Egg Char Koay Teow,"Chinese,Asian,Indonesian","St cor, Presgrave, Lebuh Mcnair Between Coffee House, George Town, Penang Island 10300 Malaysia",1,5,4,5.4111449,100.3305763
Kedai Makanan Seong Huat,Chinese,"Jalan Larut, George Town, Penang Island Malaysia",1,4,12,5.4223886,100.3260988
Jia Siang Cafe,,,1,,0,,
Roselle Coffee House,,"Jalan Teluk Kumbar 35, Teluk Kumbar, Penang Island 11920 Malaysia",2,5,4,5.2875379,100.2326849
Saffron Cafe Penang,,"Jalan Dr Lim Chwee Leong 33-SB-01 Prangin Mall, George Town, Penang Island 10100 Malaysia",2,4,20,5.414683,100.331112
Hussain Pasembur King,"Seafood,Asian,Malaysian","No 29, Kompleks Makanan Medan Renong, Jalan Tun Syed Barakbah, Georgetown, Penang, George Town, Penang Island 10200 Malaysia",2,4.5,5,5.4229231,100.3407113
Yi Bing Qing Fish Head Steamboat,Chinese,"16 Jalan Nagore, George Town, Penang Island 10050 Malaysia",,4,6,5.4215882,100.3262516
MG-Moulmein Gourmet,Cafe,"44 Moulmein Road, George Town, Penang Island 10350 Malaysia",1,5,4,5.4293996,100.3117394
Poh Hock Lye Cafe,,,1,,0,,
Banh Mi Ut (Queensbay Mall 3F-09),Vietnamese,"Level 3F-09, Queensbay Mall, Bayan Lepas, Penang Island 11900 Malaysia",1,5,5,5.3331774,100.3066084
Rasa Rasa Food & Beverage,"Malaysian,Asian","59, Gat Lebuh Chulia, George Town, Penang Island 10300 Malaysia",,5,7,5.4141318,100.3407113
Sri Tanjung Cafe,"Asian,Malaysian","No 1 & 2 Pengkalan Weld Royale Bintang Penang, George Town, Penang Island 10300 Malaysia",2,3.5,19,5.4168989,100.3439565
My Western influence,"Belgian,Moroccan,Mediterranean","Jalan Argyll 161 A, George Town, Penang Island 10050 Malaysia",1,5,5,5.4215571,100.3304171
The Lengkuas Cafe,"Chinese,Indian,Cafe","161-A Argyll Road, George Town, Penang Island 10050 Malaysia",2,4.5,7,5.4215571,100.3304171
A.Maze,"Asian,Fusion,European","2-G-5, Bangunan Lip Sin, Lebuh Pekaka 1, Penang Island 11700 Malaysia",,5,3,5.3488804,100.2956636
Rising Ramen Tori,Japanese,"9-1-01 Moulmein Rise Shoppes, Pulau Tikus, Penang Island 10350 Malaysia",1,4,6,5.4296215,100.3123807
Zheng Xian Ge Restaurant,"Chinese,Seafood,Asian","A-3-1 & A-3-2, Vantage Desiran Tanjung Jalan Desiran Tanjung,, Tanjung Tokong, Penang Island 10470 Malaysia",3,4.5,4,5.4558393,100.3076699
Hanakoya Flower Cafe Penang,"Italian,Chinese,Southwestern","Lebuh Muntri No 83, George Town, Penang Island 10200 Malaysia",1,4.5,6,5.420122,100.3350409
Sun Yoon Kee Restaurant,"Chinese,Asian,Cantonese","35 Cintra Street, George Town, Penang Island 10100 Malaysia",2,4,17,5.418447,100.333895
Javana Lounge,"Asian,Dining bars","PARKROYAL Penang Resort, Batu Ferringhi, Penang Island 11100 Malaysia",1,4.5,3,5.4722851,100.2461974
Cube Coffee Tan Jetty,"International,European,Asian","Pengkalan Weld, George Town, Penang Island 10300 Malaysia",2,5,4,5.4136483,100.3407601
Sin Hup Aun Cafe,,,2,,0,,
Tori Deli,"Southwestern,Cafe,Asian","12, Lebuh Pantai, George Town, Penang Island 10300 Malaysia",2,5,3,5.4177627,100.3424659
Imperial Court Restaurant,"Chinese,Cantonese,Taiwanese","1 Jalan Penang Level 6, The Top, Komtar, George Town, Penang Island 10000 Malaysia",2,3.5,20,5.413951,100.3303671
Revolving Restaurant,,"Lebuh Farquhar Chinatown, George Town, Penang Island Malaysia",2,3.5,55,5.4219006,100.336692
Tuai Pui Curry Mee,"Asian,Malaysian,Chinese","23 Lebuh Kimberley, George Town, Penang Island 10100 Malaysia",,3.5,13,5.4154302,100.3341557
Urban Green Cabin,"Italian,Cafe,Mediterranean","156, Lebuh Victoria, George Town, Penang Island 10300 Malaysia",1,4,5,5.4133356,100.3389352
Chinese Dumpling,"Chilean,South American,Chinese","80-h, Jalan Mount Erskine, Kampung Raya Baharu, Tanjung Tokong, Penang Island 10470 Malaysia",,5,3,5.4482658,100.3021335
Face To Face Noodles House Bayan Lepas,"Chinese,Asian,Malaysian","The One 5 Tingkat Mahsuri, Bayan Lepas, Penang Island 11950 Malaysia",1,4,12,5.327826,100.2847419
Yum Cha Tea Parlour Georgetown,"Steakhouse,Asian,Taiwanese,Chinese","84, Lebuh Gereja, George Town, Penang Island 10200 Malaysia",,5,4,5.4189914,100.3398541
Sukhothai Beef Noodles House,"Thai,Asian","Gurney Paragon Mall Gurney Drive,, Penang Island 10250 Malaysia",,4.5,6,5.4357359,100.311185
Bread History,,"7F, Ground Floor, Jalan Gottlieb, Pulau Pinang, Penang Island 10350 Malaysia",1,4.5,4,5.431995,100.3013731
Durian Cap Kaki,Healthy,"Jalan Paya Terubong/220 Relau Bayan Lepas, Penang Island 11900 Malaysia",2,5,4,5.3300774,100.277075
Lameizi Restaurant Sdn. Bhd,Chinese,"Lameizi Restaurant Sdn. Bhd Lameizi Restaurant Sdn. Bhd 5 Jalan Nagore, Penang Island 10050 Malaysia",2,4,9,5.4216966,100.3265113
Burger Ayam Goreng NJoy,"Fast food,Asian,Street Food","6, Lorong Kekabu 2, Taman Desa Wangsa Permatang Damar Laut, Bayan Lepas, Penang Island 11960 Malaysia",1,5,4,5.2770402,100.2708463
Lazeez Restaurant,"Middle Eastern,Indian","6 Jalan Batu Ferringhi Opposite Al Rehman Mosque, George Town, Penang Island 11100 Malaysia",,4.5,7,5.468853,100.2772893
Chillz Cafe Ambience Yoga,"Chinese,Asian,Fusion","A-3-10, Vantage Desiran Tanjung, Penang Island 10470 Malaysia",2,5,3,5.4558393,100.3076699
Kuta Bali Cafe,International,"19, Lintang Paya Terubong 1 Bandar Baru Air Itam, Penang Island 11060 Malaysia",1,4,8,5.3914387,100.2764444
Kazumasa Japanese Cuisine Sdn. Bhd.,"Sushi,Dining bars,Japanese Fusion","Fettes 10, 50C-1 Jalan Fettes, 11200 Tanjung Bungah, Pulau Pinang, Penang Island 11200 Malaysia",3,5,7,5.45165,100.305155
The Brgr,American,"85, Jalan Nagor, George Town, Penang Island 10050 Malaysia",2,5,5,5.4206878,100.3258892
Pakeeza Safa Marwah,"Barbecue,Asian,Arabic","Jalan Batu Feringghi, Batu Ferringhi, Penang Island 11100 Malaysia",1,3.5,18,5.477061,100.2533085
Hussain mee goreng,Asian,"Jalan Jelutong, George Town, Penang Island Malaysia",,4.5,4,5.3963418,100.3182566
Bibi's Fashion & Cafe,Cafe,"87-D Jalan Kelawai, George Town, Penang Island 10250 Malaysia",2,3.5,19,5.4338397,100.311586
Norm Micro Roastery,"Asian,Fusion,Malaysian","13, Gat Lebuh Gereja, George Town, Penang Island 10300 Malaysia",2,4.5,17,5.4167269,100.3425933
Shallots,"Chinese,Thai","B-G-10 Jalan Desiran Tanjung Vantage, Tanjung Tokong, Penang Island 10470 Malaysia",3,4,5,5.4564624,100.3077844
Dave's Deli,,"Persiaran Bavan Indah Lot L8051 queensbay mall, Banyan Lepas, Penang Island 11900 Malaysia",2,4,15,5.3331774,100.3066084
De' Secret Kitchen,Asian,"163, Macalister Road, George Town, Penang Island 10450 Malaysia",,5,3,5.4186875,100.3184143
Punjabi Chapati House,"Indian,Asian","12, Lorong Mahsuri 10, Bayan Baru,, Penang Island 11950 Malaysia",1,5,3,5.3271813,100.2884855
Chee Meng Cafe,Chinese,"100 Argyll Road, Penang Island 10050 Malaysia",1,5,3,5.4210327,100.3316011
BumbleDees Cafe USM,,"Jalan Pemimpin Universiti Sains Malaysia, Penang Island 11800 Malaysia",2,4,10,5.3623853,100.307999
What The Duck Restaurant,"French,Asian,Fusion","No.108 Jalan Tun Dr Awang Lot No : L1-15 & 16, Level 1, Setia Spice Canopy, Bayan Lepas, Penang Island 11900 Malaysia",2,4,8,5.3286366,100.2807998
Rustic Restaurant,Fusion,"Vantage Point B -G-1 Jalan Tanjung Tokong, George Town, Penang Island 10470 Malaysia",2,4,18,5.4443157,100.3057781
Yeh Lin Seafood Steamboat,Seafood,"Jalan Air Putih, George Town, Penang Island 11000 Malaysia",,5,4,5.4054533,100.2865515
Tan Jetty Thai Food Restaurant,"Asian,Thai,Vegetarian Friendly","Tan Jetty Thai Food Restaurant 97a Weld Quay Tan Jetty, Penang Island 10300 Malaysia",2,3.5,19,5.4113306,100.3391962
Ca Cart Cafe,"Chinese,Cafe,Asian","143 Lebuh Pantai, Penang Island 10300 Malaysia",1,4,8,5.4149424,100.3389854
Miga Korean BBQ,"Korean,Asian","12G Persiaran Bayan Indah, Bayan Lepas, Penang Island 11900 Malaysia",,4.5,5,5.3359549,100.3073429
